"SkinScNew","SkinScNewRC","Mean","Sex","AgeM","Generation","F","Is12Score","dps_SkinScore","altDogID","altSireID","altDamID"
1,1,1,2,224,8.71,0.06,1,1,"R5596","R1667","R4105"
1,1,1,2,224,8.71,0.06,1,1,"R5597","R1667","R4105"
5,4,1,1,224,9.29,0.07,0,15,"R5598","R3148","R3831"
2,2,1,1,224,9.29,0.07,1,7,"R5599","R3148","R3831"
2,2,1,2,224,9.29,0.07,1,7,"R5600","R3148","R3831"
3,3,1,1,224,9.29,0.07,0,7,"R5601","R3148","R3831"
1,1,1,2,224,9.29,0.07,1,1,"R5602","R3148","R3831"
5,4,1,2,224,9.29,0.07,0,11,"R5603","R3148","R3831"
2,2,1,1,224,9.29,0.07,1,7,"R5605","R3148","R3831"
3,3,1,2,224,9.29,0.07,0,7,"R5606","R3148","R3831"
5,4,1,2,224,9.71,0.05,0,15,"R5607","R2553","R4440"
5,4,1,1,224,9.71,0.05,0,11,"R5608","R2553","R4440"
3,3,1,2,224,9.71,0.05,0,7,"R5609","R2553","R4440"
2,2,1,2,224,9.71,0.05,1,5,"R5610","R2553","R4440"
3,3,1,1,224,9.71,0.05,0,7,"R5611","R2553","R4440"
4,4,1,2,224,9.71,0.05,0,5,"R5612","R2553","R4440"
2,2,1,2,224,9.71,0.05,1,7,"R5613","R2553","R4440"
5,4,1,2,224,9.36,0.05,0,15,"R5615","R2553","R3745"
5,4,1,1,224,9.36,0.05,0,7,"R5616","R2553","R3745"
2,2,1,1,223,9.75,0.09,1,7,"R5617","R4240","R1595"
1,1,1,1,223,9.75,0.09,1,1,"R5618","R4240","R1595"
2,2,1,1,223,9.75,0.09,1,7,"R5619","R4240","R1595"
3,3,1,2,223,9.75,0.09,0,7,"R5620","R4240","R1595"
1,1,1,1,223,9.75,0.09,1,1,"R5621","R4240","R1595"
2,2,1,2,223,9.75,0.09,1,7,"R5622","R4240","R1595"
1,1,1,2,223,9.75,0.09,1,1,"R5623","R4240","R1595"
2,2,1,2,223,10.16,0.09,1,5,"R5624","R4240","R3607"
3,3,1,1,223,10.16,0.09,0,7,"R5625","R4240","R3607"
2,2,1,1,223,10.16,0.09,1,7,"R5626","R4240","R3607"
1,1,1,2,223,10.16,0.09,1,1,"R5627","R4240","R3607"
1,1,1,1,223,10.16,0.09,1,1,"R5628","R4240","R3607"
1,1,1,2,223,10.16,0.09,1,1,"R5629","R4240","R3607"
2,2,1,2,223,10.16,0.09,1,7,"R5630","R4240","R3607"
5,4,1,2,223,10.16,0.09,0,15,"R5631","R4240","R3607"
1,1,1,1,223,10.16,0.09,1,1,"R5632","R4240","R3607"
5,4,1,1,223,10.16,0.09,0,15,"R5633","R4240","R3607"
5,4,1,1,223,10.16,0.09,0,15,"R5634","R4240","R3607"
2,2,1,2,223,10.16,0.09,1,7,"R5635","R4240","R3607"
3,3,1,2,223,10.16,0.09,0,7,"R5636","R4240","R3607"
5,4,1,2,223,10.16,0.09,0,15,"R5637","R4240","R3607"
1,1,1,1,222,9.23,0.06,1,1,"R5639","R4639","R3639"
5,4,1,2,222,9.23,0.06,0,15,"R5640","R4639","R3639"
3,3,1,1,222,9.23,0.06,0,7,"R5641","R4639","R3639"
3,3,1,1,222,9.23,0.06,0,5,"R5642","R4639","R3639"
5,4,1,2,222,9.23,0.06,0,15,"R5643","R4639","R3639"
2,2,1,2,222,9.23,0.06,1,5,"R5644","R4639","R3639"
1,1,1,1,222,9.23,0.06,1,1,"R5645","R4639","R3639"
2,2,1,2,222,9.23,0.06,1,7,"R5646","R4639","R3639"
5,4,1,2,222,9.23,0.06,0,15,"R5647","R4639","R3639"
3,3,1,1,222,9.58,0.04,0,7,"R5648","R4639","R2552"
2,2,1,1,222,9.58,0.04,1,7,"R5649","R4639","R2552"
3,3,1,2,222,9.58,0.04,0,7,"R5650","R4639","R2552"
2,2,1,2,222,9.58,0.04,1,7,"R5651","R4639","R2552"
1,1,1,1,222,9.58,0.04,1,1,"R5652","R4639","R2552"
3,3,1,2,222,9.58,0.04,0,7,"R5653","R4639","R2552"
4,4,1,1,222,9.58,0.04,0,11,"R5654","R4639","R2552"
5,4,1,2,222,9.58,0.04,0,15,"R5655","R4639","R2552"
1,1,1,2,222,8.66,0.08,1,1,"R5656","R2608","R3640"
1,1,1,2,222,8.66,0.08,1,1,"R5657","R2608","R3640"
1,1,1,1,222,8.66,0.08,1,1,"R5658","R2608","R3640"
3,3,1,1,222,8.66,0.08,0,7,"R5659","R2608","R3640"
3,3,1,1,222,8.66,0.08,0,7,"R5660","R2608","R3640"
3,3,1,1,222,8.66,0.08,0,7,"R5661","R2608","R3640"
3,3,1,2,222,8.66,0.08,0,7,"R5662","R2608","R3640"
2,2,1,1,222,8.66,0.08,1,7,"R5663","R2608","R3640"
1,1,1,2,222,9.91,0.05,1,1,"R5665","R4639","R3830"
1,1,1,1,222,9.91,0.05,1,1,"R5666","R4639","R3830"
5,4,1,2,222,9.91,0.05,0,11,"R5668","R4639","R3830"
1,1,1,1,222,9.4,0.1,1,1,"R5671","R4240","R1957"
1,1,1,2,222,9.4,0.1,1,1,"R5672","R4240","R1957"
1,1,1,2,222,9.4,0.1,1,1,"R5673","R4240","R1957"
5,4,1,2,221,8.6,0.03,0,15,"R5674","R2553","R3391"
1,1,1,2,221,8.6,0.03,1,1,"R5675","R2553","R3391"
2,2,1,2,221,8.6,0.03,1,7,"R5676","R2553","R3391"
2,2,1,2,221,8.6,0.03,1,7,"R5677","R2553","R3391"
2,2,1,2,221,8.6,0.03,1,7,"R5678","R2553","R3391"
3,3,1,1,221,8.6,0.03,0,11,"R5679","R2553","R3391"
4,4,1,2,221,8.6,0.03,0,11,"R5680","R2553","R3391"
5,4,1,2,221,8.6,0.03,0,15,"R5681","R2553","R3391"
1,1,1,2,221,10.48,0.17,1,1,"R5682","R2534","R3774"
1,1,1,2,221,10.48,0.17,1,1,"R5683","R2534","R3774"
5,4,1,2,221,10.48,0.17,0,15,"R5684","R2534","R3774"
3,3,1,1,221,10.48,0.17,0,7,"R5685","R2534","R3774"
2,2,1,1,221,10.48,0.17,1,7,"R5686","R2534","R3774"
3,3,1,1,221,10.48,0.17,0,7,"R5687","R2534","R3774"
4,4,1,2,221,10.48,0.17,0,11,"R5688","R2534","R3774"
2,2,1,1,221,10.48,0.17,1,7,"R5689","R2534","R3774"
1,1,1,1,221,9.94,0.07,1,1,"R5690","R4639","R3696"
1,1,1,2,221,9.94,0.07,1,1,"R5691","R4639","R3696"
5,4,1,2,221,9.94,0.07,0,15,"R5692","R4639","R3696"
1,1,1,1,221,9.94,0.07,1,1,"R5693","R4639","R3696"
3,3,1,2,221,9.94,0.07,0,7,"R5694","R4639","R3696"
3,3,1,2,221,9.94,0.07,0,7,"R5695","R4639","R3696"
5,4,1,2,221,9.94,0.07,0,15,"R5696","R4639","R3696"
1,1,1,1,221,9.94,0.07,1,1,"R5697","R4639","R3696"
2,2,1,1,221,9.94,0.07,1,7,"R5698","R4639","R3696"
5,4,1,2,221,9.94,0.07,0,15,"R5699","R4639","R3696"
1,1,1,2,221,9.94,0.07,1,1,"R5700","R4639","R3696"
1,1,1,1,221,9.94,0.07,1,1,"R5701","R4639","R3696"
2,2,1,1,221,9.77,0.07,1,7,"R5703","R4661","R4582"
3,3,1,2,221,9.77,0.07,0,7,"R5704","R4661","R4582"
1,1,1,2,221,9.77,0.07,1,1,"R5705","R4661","R4582"
2,2,1,2,221,9.77,0.07,1,7,"R5706","R4661","R4582"
5,4,1,2,221,9.77,0.07,0,15,"R5707","R4661","R4582"
1,1,1,2,221,9.77,0.07,1,1,"R5708","R4661","R4582"
1,1,1,2,221,9.77,0.07,1,1,"R5709","R4661","R4582"
1,1,1,1,221,9.65,0.09,1,1,"R5710","R3148","R2475"
2,2,1,2,221,9.65,0.09,1,5,"R5711","R3148","R2475"
3,3,1,1,221,9.65,0.09,0,7,"R5712","R3148","R2475"
2,2,1,1,221,9.65,0.09,1,7,"R5713","R3148","R2475"
3,3,1,1,221,9.65,0.09,0,7,"R5714","R3148","R2475"
5,4,1,1,221,9.65,0.09,0,15,"R5715","R3148","R2475"
5,4,1,1,221,9.65,0.09,0,15,"R5716","R3148","R2475"
5,4,1,1,221,9.65,0.09,0,15,"R5717","R3148","R2475"
2,2,1,1,223,4.79,0.03,1,7,"R5638","R15467","R15466"
3,3,1,1,223,4.79,0.03,0,7,"R15468","R15467","R15466"
1,1,1,2,220,9.88,0.07,1,1,"R5718","R4639","R4655"
5,4,1,1,220,9.88,0.07,0,15,"R5719","R4639","R4655"
2,2,1,1,220,9.88,0.07,1,7,"R5720","R4639","R4655"
2,2,1,1,220,9.88,0.07,1,7,"R5721","R4639","R4655"
5,4,1,2,220,9.88,0.07,0,15,"R5722","R4639","R4655"
2,2,1,1,220,9.88,0.07,1,7,"R5723","R4639","R4655"
5,4,1,1,220,9.88,0.07,0,11,"R5724","R4639","R4655"
1,1,1,2,220,10.23,0.06,1,1,"R5725","R4240","R2359"
3,3,1,2,220,10.23,0.06,0,7,"R5726","R4240","R2359"
2,2,1,1,220,10.23,0.06,1,7,"R5727","R4240","R2359"
1,1,1,1,220,10.23,0.06,1,1,"R5728","R4240","R2359"
2,2,1,1,220,10.23,0.06,1,7,"R5729","R4240","R2359"
1,1,1,1,220,10.23,0.06,1,1,"R5730","R4240","R2359"
5,4,1,1,220,10.23,0.06,0,15,"R5731","R4240","R2359"
1,1,1,2,220,10.23,0.06,1,1,"R5732","R4240","R2359"
2,2,1,2,220,10.46,0.12,1,7,"R5733","R4639","R1700"
2,2,1,2,220,10.03,0.06,1,7,"R5734","R4661","R4591"
5,4,1,1,220,10.03,0.06,0,15,"R5735","R4661","R4591"
2,2,1,2,220,10.03,0.06,1,7,"R5736","R4661","R4591"
1,1,1,1,220,10.03,0.06,1,1,"R5737","R4661","R4591"
2,2,1,1,220,10.03,0.06,1,7,"R5738","R4661","R4591"
1,1,1,1,220,9.26,0.08,1,1,"R5742","R4661","R2075"
2,2,1,2,220,9.26,0.08,1,5,"R5743","R4661","R2075"
5,4,1,1,220,9.26,0.08,0,15,"R5744","R4661","R2075"
3,3,1,2,220,10.46,0.12,0,5,"R5739","R4639","R1700"
5,4,1,1,220,9.93,0.09,0,15,"R5746","R2534","R3990"
5,4,1,2,220,9.93,0.09,0,15,"R5748","R2534","R3990"
5,4,1,2,220,9.93,0.09,0,15,"R5749","R2534","R3990"
3,3,1,1,220,9.93,0.09,0,7,"R5750","R2534","R3990"
1,1,1,1,220,9.93,0.09,1,1,"R5751","R2534","R3990"
5,4,1,1,220,9.93,0.09,0,15,"R5752","R2534","R3990"
5,4,1,2,220,9.93,0.09,0,15,"R5753","R2534","R3990"
2,2,1,1,220,9.26,0.08,1,7,"R5745","R4661","R2075"
5,4,1,1,220,10.12,0.06,0,15,"R5754","R3248","R2662"
3,3,1,1,220,10.12,0.06,0,7,"R5755","R3248","R2662"
3,3,1,1,220,10.12,0.06,0,7,"R5756","R3248","R2662"
5,4,1,1,220,10.12,0.06,0,15,"R5757","R3248","R2662"
3,3,1,1,220,10.12,0.06,0,7,"R5758","R3248","R2662"
2,2,1,2,220,10.12,0.06,1,7,"R5759","R3248","R2662"
5,4,1,1,220,10.12,0.06,0,15,"R5760","R3248","R2662"
1,1,1,2,220,10.12,0.06,1,1,"R5761","R3248","R2662"
1,1,1,1,220,9.43,0.05,1,1,"R5762","R3148","R3998"
3,3,1,2,220,9.43,0.05,0,7,"R5763","R3148","R3998"
3,3,1,1,220,9.43,0.05,0,7,"R5764","R3148","R3998"
3,3,1,1,220,9.43,0.05,0,7,"R5765","R3148","R3998"
2,2,1,2,220,9.43,0.05,1,7,"R5766","R3148","R3998"
3,3,1,2,220,10.02,0.07,0,7,"R5767","R4240","R4630"
1,1,1,1,220,10.02,0.07,1,1,"R5768","R4240","R4630"
1,1,1,2,220,10.02,0.07,1,1,"R5769","R4240","R4630"
5,4,1,1,220,10.02,0.07,0,15,"R5771","R4240","R4630"
2,2,1,2,220,10.02,0.07,1,7,"R5772","R4240","R4630"
5,4,1,2,220,10.02,0.07,0,15,"R5773","R4240","R4630"
1,1,1,2,220,10.02,0.07,1,1,"R5774","R4240","R4630"
2,2,1,1,220,10.02,0.07,1,7,"R5775","R4240","R4630"
1,1,1,1,220,10.11,0.06,1,1,"R5776","R4504","R4726"
2,2,1,2,220,10.11,0.06,1,7,"R5777","R4504","R4726"
1,1,1,2,220,10.11,0.06,1,1,"R5778","R4504","R4726"
5,4,1,1,220,10.11,0.06,0,15,"R5779","R4504","R4726"
1,1,1,2,220,10.11,0.06,1,1,"R5780","R4504","R4726"
1,1,1,2,220,10.11,0.06,1,1,"R5781","R4504","R4726"
3,3,1,1,220,10.11,0.06,0,7,"R5782","R4504","R4726"
2,2,1,1,220,10.11,0.06,1,5,"R5783","R4504","R4726"
3,3,1,2,220,10.11,0.06,0,7,"R5784","R4504","R4726"
3,3,1,2,219,9.08,0.04,0,7,"R5786","R2553","R3667"
2,2,1,1,219,9.08,0.04,1,5,"R5787","R2553","R3667"
5,4,1,2,219,9.08,0.04,0,15,"R5788","R2553","R3667"
1,1,1,2,219,9.08,0.04,1,1,"R5789","R2553","R3667"
4,4,1,2,219,9.08,0.04,0,11,"R5791","R2553","R3667"
1,1,1,1,219,9.08,0.04,1,1,"R5792","R2553","R3667"
2,2,1,1,219,9.08,0.04,1,5,"R5793","R2553","R3667"
1,1,1,2,219,9.08,0.04,1,1,"R5794","R2553","R3667"
1,1,1,1,219,9.43,0.02,1,1,"R5795","R1702","R2671"
5,4,1,1,219,9.43,0.02,0,15,"R5796","R1702","R2671"
2,2,1,1,219,9.43,0.02,1,7,"R5797","R1702","R2671"
1,1,1,2,219,9.43,0.02,1,1,"R5799","R1702","R2671"
3,3,1,1,219,9.17,0.04,0,7,"R5800","R2608","R4507"
5,4,1,1,219,9.17,0.04,0,15,"R5801","R2608","R4507"
2,2,1,1,219,9.17,0.04,1,7,"R5802","R2608","R4507"
2,2,1,2,219,9.17,0.04,1,7,"R5803","R2608","R4507"
2,2,1,2,219,9.17,0.04,1,5,"R5804","R2608","R4507"
2,2,1,1,219,9.17,0.04,1,7,"R5805","R2608","R4507"
2,2,1,1,219,9.17,0.04,1,7,"R5806","R2608","R4507"
5,4,1,1,219,9.17,0.04,0,7,"R5807","R2608","R4507"
5,4,1,1,219,9.23,0.06,0,15,"R5808","R4639","R3638"
1,1,1,1,219,9.23,0.06,1,1,"R5809","R4639","R3638"
5,4,1,1,219,9.23,0.06,0,15,"R5810","R4639","R3638"
1,1,1,1,219,9.23,0.06,1,1,"R5811","R4639","R3638"
2,2,1,2,219,9.23,0.06,1,7,"R5812","R4639","R3638"
1,1,1,2,219,9.23,0.06,1,1,"R5813","R4639","R3638"
1,1,1,2,219,9.23,0.06,1,1,"R5814","R4639","R3638"
2,2,1,2,219,9.37,0.05,1,7,"R5815","R2534","R2489"
3,3,1,1,219,9.37,0.05,0,7,"R5817","R2534","R2489"
5,4,1,2,219,9.37,0.05,0,15,"R5818","R2534","R2489"
2,2,1,1,219,9.37,0.05,1,7,"R5819","R2534","R2489"
3,3,1,1,219,9.37,0.05,0,7,"R5820","R2534","R2489"
2,2,1,2,219,9.37,0.05,1,7,"R5821","R2534","R2489"
5,4,1,2,219,9.37,0.05,0,11,"R5822","R2534","R2489"
5,4,1,2,219,9.37,0.05,0,15,"R5823","R2534","R2489"
5,4,1,1,219,9.25,0.04,0,15,"R5824","R2553","R4574"
2,2,1,1,219,9.25,0.04,1,7,"R5825","R2553","R4574"
5,4,1,2,219,9.25,0.04,0,15,"R5826","R2553","R4574"
2,2,1,2,219,9.25,0.04,1,5,"R5827","R2553","R4574"
5,4,1,2,219,9.25,0.04,0,15,"R5828","R2553","R4574"
1,1,1,1,219,9.25,0.04,1,1,"R5829","R2553","R4574"
4,4,1,2,219,9.25,0.04,0,11,"R5830","R2553","R4574"
1,1,1,1,219,9.25,0.04,1,1,"R5831","R2553","R4574"
2,2,1,2,219,9.25,0.04,1,7,"R5832","R2553","R4574"
1,1,1,1,219,10.28,0.07,1,1,"R5833","R4639","R2476"
1,1,1,2,219,10.28,0.07,1,1,"R5834","R4639","R2476"
5,4,1,2,219,10.28,0.07,0,15,"R5835","R4639","R2476"
2,2,1,2,219,10.28,0.07,1,5,"R5836","R4639","R2476"
1,1,1,2,219,10.28,0.07,1,1,"R5837","R4639","R2476"
1,1,1,1,219,10.28,0.07,1,1,"R5838","R4639","R2476"
1,1,1,1,219,10.28,0.07,1,1,"R5839","R4639","R2476"
1,1,1,1,219,10.28,0.07,1,1,"R5840","R4639","R2476"
2,2,1,2,218,9.2,0.07,1,7,"R5841","R4240","R2488"
2,2,1,1,218,9.2,0.07,1,7,"R5842","R4240","R2488"
1,1,1,2,218,9.2,0.07,1,1,"R5843","R4240","R2488"
1,1,1,1,218,9.2,0.07,1,1,"R5844","R4240","R2488"
1,1,1,1,218,9.2,0.07,1,1,"R5845","R4240","R2488"
5,4,1,2,218,9.2,0.07,0,15,"R5846","R4240","R2488"
3,3,1,1,218,9.2,0.07,0,7,"R5847","R4240","R2488"
5,4,1,1,218,10.35,0.07,0,15,"R5848","R4639","R3775"
5,4,1,1,218,10.35,0.07,0,15,"R5850","R4639","R3775"
3,3,1,1,218,10.35,0.07,0,7,"R5851","R4639","R3775"
5,4,1,1,218,10.35,0.07,0,15,"R5852","R4639","R3775"
5,4,1,2,218,10.35,0.07,0,15,"R5853","R4639","R3775"
3,3,1,1,218,10.35,0.07,0,7,"R5854","R4639","R3775"
2,2,1,1,218,10.35,0.07,1,7,"R5855","R4639","R3775"
3,3,1,1,218,10.35,0.07,0,7,"R5856","R4639","R3775"
2,2,1,2,218,9.58,0.04,1,7,"R5857","R2553","R4636"
1,1,1,1,218,9.58,0.04,1,1,"R5858","R2553","R4636"
4,4,1,1,218,9.58,0.04,0,11,"R5859","R2553","R4636"
5,4,1,2,218,9.58,0.04,0,15,"R5860","R2553","R4636"
1,1,1,1,218,9.58,0.04,1,1,"R5861","R2553","R4636"
2,2,1,1,218,9.58,0.04,1,7,"R5862","R2553","R4636"
1,1,1,2,218,9.58,0.04,1,1,"R5863","R2553","R4636"
2,2,1,2,218,9.9,0.05,1,7,"R5864","R4240","R2960"
3,3,1,1,218,9.9,0.05,0,7,"R5865","R4240","R2960"
2,2,1,1,218,9.9,0.05,1,5,"R5866","R4240","R2960"
4,4,1,2,218,9.9,0.05,0,11,"R5868","R4240","R2960"
3,3,1,1,218,9.9,0.05,0,7,"R5869","R4240","R2960"
1,1,1,1,218,9.04,0.02,1,1,"R5870","R4240","R1467"
2,2,1,2,218,9.04,0.02,1,7,"R5871","R4240","R1467"
5,4,1,1,218,9.04,0.02,0,15,"R5872","R4240","R1467"
3,3,1,2,218,9.04,0.02,0,7,"R5873","R4240","R1467"
3,3,1,2,218,9.04,0.02,0,7,"R5874","R4240","R1467"
2,2,1,2,218,9.04,0.02,1,7,"R5875","R4240","R1467"
2,2,1,2,218,9.94,0.08,1,7,"R5879","R4639","R2959"
5,4,1,2,218,9.94,0.08,0,15,"R5880","R4639","R2959"
4,4,1,1,218,9.94,0.08,0,7,"R5881","R4639","R2959"
5,4,1,2,218,9.94,0.08,0,15,"R5882","R4639","R2959"
3,3,1,1,218,9.94,0.08,0,7,"R5883","R4639","R2959"
3,3,1,1,218,9.94,0.08,0,7,"R5885","R4639","R2959"
3,3,1,2,218,9.04,0.02,0,7,"R5876","R4240","R1467"
1,1,1,2,218,9.04,0.02,1,1,"R5877","R4240","R1467"
5,4,1,1,218,9.04,0.02,0,15,"R5878","R4240","R1467"
1,1,1,2,218,9.63,0.05,1,1,"R5887","R4504","R4581"
2,2,1,2,218,9.63,0.05,1,5,"R5888","R4504","R4581"
1,1,1,1,218,9.63,0.05,1,1,"R5889","R4504","R4581"
1,1,1,2,218,9.63,0.05,1,1,"R5891","R4504","R4581"
5,4,1,2,218,10.02,0.07,0,15,"R5892","R4240","R4632"
5,4,1,1,218,10.02,0.07,0,15,"R5894","R4240","R4632"
1,1,1,2,218,10.02,0.07,1,1,"R5895","R4240","R4632"
2,2,1,1,218,10.02,0.07,1,7,"R5896","R4240","R4632"
1,1,1,2,218,10.02,0.07,1,1,"R5897","R4240","R4632"
2,2,1,2,218,10.02,0.07,1,7,"R5898","R4240","R4632"
3,3,1,1,217,8.75,0.04,0,7,"R5899","R2553","R2058"
1,1,1,1,217,8.75,0.04,1,1,"R5900","R2553","R2058"
1,1,1,1,217,8.75,0.04,1,1,"R5901","R2553","R2058"
4,4,1,2,217,8.75,0.04,0,11,"R5902","R2553","R2058"
2,2,1,1,217,10.07,0.09,1,5,"R5904","R4240","R4982"
1,1,1,1,217,10.07,0.09,1,1,"R5905","R4240","R4982"
3,3,1,2,217,10.07,0.09,0,7,"R5906","R4240","R4982"
1,1,1,1,217,10.07,0.09,1,1,"R5907","R4240","R4982"
2,2,1,2,217,10.07,0.09,1,7,"R5908","R4240","R4982"
1,1,1,2,217,10.07,0.09,1,1,"R5909","R4240","R4982"
3,3,1,2,217,10.07,0.09,0,7,"R5910","R4240","R4982"
1,1,1,2,217,9.62,0.04,1,1,"R5911","R4504","R3732"
1,1,1,2,217,9.62,0.04,1,1,"R5912","R4504","R3732"
2,2,1,2,217,9.59,0.08,1,7,"R5919","R4240","R2735"
1,1,1,1,217,9.59,0.08,1,1,"R5920","R4240","R2735"
3,3,1,1,217,9.59,0.08,0,7,"R5921","R4240","R2735"
1,1,1,1,217,9.59,0.08,1,1,"R5922","R4240","R2735"
1,1,1,1,217,9.59,0.08,1,1,"R5923","R4240","R2735"
1,1,1,2,217,9.59,0.08,1,1,"R5924","R4240","R2735"
1,1,1,2,217,9.59,0.08,1,1,"R5926","R4240","R2735"
1,1,1,1,217,9.59,0.08,1,1,"R5927","R4240","R2735"
1,1,1,1,217,9.65,0.09,1,1,"R5928","R4240","R1808"
2,2,1,1,217,9.65,0.09,1,5,"R5930","R4240","R1808"
3,3,1,1,217,9.65,0.09,0,7,"R5931","R4240","R1808"
5,4,1,2,217,9.65,0.09,0,15,"R5932","R4240","R1808"
2,2,1,2,217,9.65,0.09,1,5,"R5933","R4240","R1808"
1,1,1,2,217,8.66,0.11,1,1,"R5913","R3148","R1659"
1,1,1,2,217,8.66,0.11,1,1,"R5914","R3148","R1659"
1,1,1,1,217,8.66,0.11,1,1,"R5915","R3148","R1659"
5,4,1,2,217,8.66,0.11,0,15,"R5916","R3148","R1659"
3,3,1,1,217,8.66,0.11,0,7,"R5917","R3148","R1659"
1,1,1,2,217,8.66,0.11,1,1,"R5918","R3148","R1659"
2,2,1,1,216,9.28,0.05,1,7,"R5934","R4372","R2271"
1,1,1,1,216,9.28,0.05,1,1,"R5935","R4372","R2271"
5,4,1,2,216,9.28,0.05,0,15,"R5936","R4372","R2271"
5,4,1,1,216,9.28,0.05,0,15,"R5937","R4372","R2271"
2,2,1,2,216,9.28,0.05,1,7,"R5938","R4372","R2271"
5,4,1,1,216,9.28,0.05,0,15,"R5939","R4372","R2271"
1,1,1,2,216,9.28,0.05,1,1,"R5940","R4372","R2271"
3,3,1,1,216,9.28,0.05,0,7,"R5941","R4372","R2271"
5,4,1,1,216,9.28,0.05,0,15,"R5942","R4372","R2271"
5,4,1,1,216,8.75,0.04,0,7,"R5943","R2553","R3640"
5,4,1,1,216,8.75,0.04,0,15,"R5944","R2553","R3640"
5,4,1,2,216,8.75,0.04,0,15,"R5945","R2553","R3640"
5,4,1,1,216,8.75,0.04,0,11,"R5946","R2553","R3640"
1,1,1,2,216,8.75,0.04,1,1,"R5947","R2553","R3640"
5,4,1,2,216,8.75,0.04,0,5,"R5948","R2553","R3640"
2,2,1,2,216,8.75,0.04,1,7,"R5949","R2553","R3640"
2,2,1,2,216,8.75,0.04,1,7,"R5950","R2553","R3640"
2,2,1,1,216,8.75,0.04,1,7,"R5951","R2553","R3640"
4,4,1,2,216,8.75,0.04,0,11,"R5952","R2553","R3640"
1,1,1,2,216,9.02,0.02,1,1,"R5953","R4240","R1444"
1,1,1,1,216,9.02,0.02,1,1,"R5954","R4240","R1444"
5,4,1,2,216,9.02,0.02,0,15,"R5955","R4240","R1444"
3,3,1,2,216,9.02,0.02,0,7,"R5956","R4240","R1444"
1,1,1,1,216,9.02,0.02,1,1,"R5957","R4240","R1444"
5,4,1,1,216,9.02,0.02,0,15,"R5958","R4240","R1444"
1,1,1,2,216,9.02,0.02,1,1,"R5959","R4240","R1444"
1,1,1,2,216,10.74,0.09,1,1,"R5960","R5081","R3902"
2,2,1,2,216,10.74,0.09,1,7,"R5961","R5081","R3902"
1,1,1,1,216,10.74,0.09,1,1,"R5963","R5081","R3902"
2,2,1,2,216,10.74,0.09,1,7,"R5964","R5081","R3902"
5,4,1,2,216,10.74,0.09,0,11,"R5965","R5081","R3902"
1,1,1,1,216,10.74,0.09,1,1,"R5966","R5081","R3902"
2,2,1,2,216,10.74,0.09,1,7,"R5967","R5081","R3902"
1,1,1,1,216,9.49,0.16,1,1,"R5968","R4240","R1545"
2,2,1,2,216,9.49,0.16,1,7,"R5969","R4240","R1545"
1,1,1,2,216,10.04,0.05,1,1,"R5972","R5081","R3668"
3,3,1,2,216,10.04,0.05,0,7,"R5973","R5081","R3668"
2,2,1,1,216,10.04,0.05,1,7,"R5974","R5081","R3668"
4,4,1,2,216,10.04,0.05,0,11,"R5975","R5081","R3668"
2,2,1,2,216,10.04,0.05,1,7,"R5976","R5081","R3668"
5,4,1,1,216,8.69,0.03,0,15,"R5977","R3148","R1327"
5,4,1,2,216,8.69,0.03,0,15,"R5978","R3148","R1327"
1,1,1,1,216,8.69,0.03,1,1,"R5979","R3148","R1327"
1,1,1,2,215,9.56,0.07,1,1,"R5983","R3148","R4714"
5,4,1,1,215,9.56,0.07,0,15,"R5984","R3148","R4714"
1,1,1,1,215,9.56,0.07,1,1,"R5985","R3148","R4714"
1,1,1,1,215,9.56,0.07,1,1,"R5986","R3148","R4714"
1,1,1,2,215,9.56,0.07,1,1,"R5987","R3148","R4714"
2,2,1,1,215,9.56,0.07,1,7,"R5988","R3148","R4714"
5,4,1,2,215,10.01,0.06,0,11,"R5989","R4965","R3822"
1,1,1,1,215,10.01,0.06,1,1,"R5990","R4965","R3822"
2,2,1,2,215,10.01,0.06,1,7,"R5991","R4965","R3822"
1,1,1,2,215,10.01,0.06,1,1,"R5992","R4965","R3822"
1,1,1,1,214,9.87,0.06,1,1,"R5993","R4240","R3830"
2,2,1,2,214,9.87,0.06,1,7,"R5994","R4240","R3830"
3,3,1,2,214,9.87,0.06,0,7,"R5995","R4240","R3830"
2,2,1,2,214,9.87,0.06,1,5,"R5996","R4240","R3830"
1,1,1,1,214,9.87,0.06,1,1,"R5997","R4240","R3830"
2,2,1,2,214,9.56,0.03,1,7,"R5998","R4504","R3928"
1,1,1,1,214,9.56,0.03,1,1,"R5999","R4504","R3928"
2,2,1,2,214,9.56,0.03,1,7,"R6000","R4504","R3928"
2,2,1,1,214,9.56,0.03,1,7,"R6001","R4504","R3928"
2,2,1,2,214,9.56,0.03,1,7,"R15500","R4504","R3928"
2,2,1,2,214,9.56,0.03,1,7,"R6002","R4504","R3928"
1,1,1,2,214,9.92,0.08,1,1,"R6003","R4240","R4582"
2,2,1,2,214,9.92,0.08,1,7,"R6004","R4240","R4582"
3,3,1,1,214,10.61,0.11,0,7,"R6005","R5081","R2941"
5,4,1,2,214,10.61,0.11,0,15,"R6006","R5081","R2941"
5,4,1,2,214,10.61,0.11,0,15,"R6007","R5081","R2941"
1,1,1,1,214,10.61,0.11,1,1,"R6008","R5081","R2941"
3,3,1,1,214,10.61,0.11,0,7,"R6009","R5081","R2941"
5,4,1,2,214,10.61,0.11,0,15,"R6010","R5081","R2941"
