"thunder","altDogID","altSireID","altDamID"
4,"R11566","R9780","R10492"
5,"R11567","R9780","R10492"
2,"R11568","R9780","R10492"
4,"R11569","R9780","R10492"
2,"R11570","R9780","R10492"
5,"R11571","R10482","R10697"
5,"R11572","R10482","R10697"
5,"R11574","R10482","R10697"
5,"R11575","R10482","R10697"
5,"R11577","R10408","R10600"
5,"R11579","R10408","R10600"
4,"R11580","R10408","R10600"
4,"R11581","R10408","R10600"
5,"R11582","R10408","R10600"
5,"R11591","R10148","R10202"
5,"R11593","R10148","R10202"
5,"R11594","R10148","R10202"
5,"R11596","R10148","R10202"
5,"R11597","R10148","R10202"
5,"R11598","R10148","R10202"
5,"R11599","R10148","R10202"
5,"R11600","R10148","R10202"
5,"R11601","R10691","R10300"
5,"R11603","R10691","R10300"
5,"R11604","R10691","R10300"
5,"R11605","R10691","R10300"
5,"R11606","R10691","R10300"
5,"R11607","R10691","R10300"
5,"R11608","R10691","R10300"
5,"R11609","R10691","R10300"
5,"R11621","R10621","R9486"
5,"R11622","R10621","R9486"
5,"R11623","R10621","R9486"
5,"R11624","R10648","R10410"
5,"R11625","R10648","R10410"
5,"R11627","R10648","R10410"
5,"R11628","R10648","R10410"
5,"R11630","R10648","R10410"
5,"R11631","R10648","R10410"
5,"R11632","R10648","R10410"
5,"R11633","R10512","R10356"
5,"R11634","R10512","R10356"
5,"R11635","R10512","R10356"
4,"R11636","R10512","R10356"
5,"R11637","R10512","R10356"
5,"R11638","R10512","R10356"
5,"R11639","R10408","R9928"
5,"R11640","R10408","R9928"
3,"R11641","R10408","R9928"
5,"R11642","R10408","R9928"
5,"R11643","R10408","R9928"
5,"R11644","R10408","R9928"
5,"R11645","R10408","R9928"
5,"R11646","R10753","R10645"
5,"R11647","R10753","R10645"
5,"R11648","R10753","R10645"
5,"R11649","R10753","R10645"
5,"R11650","R10753","R10645"
4,"R11651","R10753","R10645"
5,"R11652","R10753","R10645"
4,"R11653","R10753","R10645"
5,"R11654","R10753","R10645"
5,"R11655","R10753","R10645"
5,"R11657","R10735","R10442"
5,"R11659","R10735","R10442"
5,"R11660","R10735","R10442"
5,"R11661","R10735","R10442"
5,"R11662","R10452","R9291"
5,"R11664","R10452","R9291"
5,"R11665","R10452","R9291"
5,"R11667","R10452","R9291"
5,"R11669","R10452","R9291"
4,"R11671","R10735","R9089"
5,"R11672","R10735","R9089"
5,"R11673","R10735","R9089"
5,"R11674","R10735","R9089"
5,"R11676","R10735","R9089"
5,"R11677","R10678","R10093"
5,"R11678","R10678","R10093"
5,"R11679","R10678","R10093"
5,"R11681","R10735","R9821"
5,"R11683","R10735","R9821"
5,"R11684","R10735","R9821"
1,"R11686","R10735","R9821"
5,"R11687","R10735","R9821"
5,"R11688","R10735","R9821"
5,"R11689","R10648","R10699"
2,"R11690","R10648","R10699"
5,"R11691","R10648","R10699"
5,"R11692","R10648","R10699"
5,"R11693","R10648","R10699"
5,"R11695","R10408","R10252"
5,"R11697","R10408","R10252"
5,"R11698","R10408","R10252"
5,"R11699","R10408","R10252"
5,"R11700","R10408","R10252"
5,"R11701","R10408","R10252"
2,"R11711","R10332","R9806"
5,"R11712","R10332","R9806"
5,"R11713","R10332","R9806"
5,"R11714","R10332","R9806"
5,"R11715","R10332","R9806"
5,"R11716","R10332","R9806"
5,"R11717","R10332","R9806"
5,"R11718","R10332","R9806"
5,"R11719","R10332","R9806"
5,"R11720","R10332","R9806"
5,"R11721","R10438","R10249"
5,"R11722","R10438","R10249"
3,"R11723","R10438","R10249"
5,"R11724","R10438","R10249"
5,"R11725","R10438","R10249"
5,"R11726","R10438","R10249"
5,"R11727","R10438","R10249"
5,"R11729","R10512","R10680"
5,"R11730","R10512","R10680"
4,"R11731","R10512","R10680"
5,"R11733","R10512","R10680"
5,"R11734","R10512","R10680"
5,"R11736","R10512","R10680"
5,"R11738","R10512","R10680"
5,"R11739","R10735","R10196"
5,"R11740","R10735","R10196"
5,"R11742","R10735","R10196"
5,"R11744","R10332","R10476"
5,"R11745","R10332","R10476"
5,"R11746","R10332","R10476"
5,"R11748","R10332","R10476"
5,"R11749","R10332","R10476"
5,"R11750","R10332","R10476"
4,"R11751","R10438","R10491"
5,"R11752","R10438","R10491"
5,"R11753","R10438","R10491"
5,"R11755","R10438","R10491"
5,"R11756","R10438","R10491"
5,"R11758","R10512","R10928"
5,"R11760","R10512","R10928"
5,"R11761","R10512","R10928"
2,"R11762","R10512","R10928"
2,"R11763","R10512","R10928"
5,"R11764","R10512","R10928"
4,"R11766","R10512","R10928"
3,"R11767","R10962","R10075"
5,"R11768","R10962","R10075"
5,"R11769","R10962","R10075"
2,"R11770","R10452","R10136"
5,"R11771","R10452","R10136"
5,"R11772","R10452","R10136"
5,"R11773","R10452","R10136"
5,"R11774","R10452","R10136"
5,"R11775","R10452","R10136"
5,"R11776","R10452","R10136"
4,"R11777","R10452","R10136"
5,"R11779","R9526","R10209"
5,"R11782","R9526","R10209"
5,"R11784","R9526","R10209"
5,"R11785","R9526","R10209"
5,"R11786","R10648","R10424"
5,"R11787","R10648","R10424"
5,"R11788","R10648","R10424"
5,"R11789","R10648","R10424"
5,"R11790","R10648","R10424"
5,"R11791","R10648","R10424"
5,"R11793","R10512","R10531"
5,"R11794","R10512","R10531"
5,"R11795","R10512","R10531"
5,"R11796","R10512","R10531"
5,"R11797","R10512","R10531"
5,"R11798","R10452","R10513"
4,"R11799","R10452","R10513"
5,"R11800","R10452","R10513"
5,"R11801","R10452","R10513"
5,"R11802","R10452","R10513"
5,"R11803","R10452","R10513"
5,"R11805","R10735","R10748"
5,"R11807","R10735","R10748"
5,"R11808","R10735","R10748"
5,"R11810","R10700","R10108"
5,"R11811","R10700","R10108"
5,"R11812","R10700","R10108"
5,"R11813","R10700","R10108"
5,"R11814","R10700","R10108"
5,"R11815","R10700","R10108"
5,"R11816","R10700","R10108"
5,"R11817","R10976","R9895"
5,"R11818","R10976","R9895"
5,"R11819","R10976","R9895"
5,"R11820","R10976","R9895"
5,"R11822","R10976","R9895"
5,"R11823","R10976","R9895"
5,"R11824","R10976","R9895"
5,"R11825","R10976","R9895"
5,"R11826","R10932","R9567"
5,"R11827","R10932","R9567"
4,"R11828","R10932","R9567"
5,"R11829","R10932","R9567"
5,"R11830","R10932","R9567"
5,"R11831","R10932","R9567"
5,"R11832","R10932","R9567"
5,"R11833","R10932","R9567"
5,"R11834","R10335","R10302"
5,"R11835","R10335","R10302"
4,"R11836","R10335","R10302"
5,"R11837","R10335","R10302"
5,"R11838","R10335","R10302"
5,"R11839","R10335","R10302"
2,"R11840","R10335","R10302"
3,"R11841","R10335","R10302"
3,"R11842","R10335","R10302"
5,"R11843","R10335","R10302"
4,"R11844","R10976","R9037"
5,"R11846","R10976","R9037"
4,"R11847","R10976","R9037"
5,"R11849","R10976","R9037"
5,"R11850","R10976","R9037"
5,"R11851","R10932","R10734"
5,"R11852","R10932","R10734"
5,"R11853","R10932","R10734"
5,"R11855","R10932","R10734"
5,"R11856","R10932","R10734"
5,"R11857","R10932","R10734"
5,"R11860","R10932","R10422"
5,"R11862","R10932","R10422"
5,"R11863","R10932","R10422"
5,"R11864","R10932","R10422"
5,"R11868","R10735","R9771"
5,"R11869","R10735","R9771"
5,"R11870","R10735","R9771"
5,"R11871","R10735","R9771"
5,"R11872","R10998","R10697"
5,"R11873","R10998","R10697"
5,"R11875","R11037","R10689"
5,"R11876","R11037","R10689"
5,"R11877","R11037","R10689"
5,"R11880","R11037","R10689"
5,"R11881","R10976","R10409"
5,"R11882","R10976","R10409"
4,"R11883","R10976","R10409"
5,"R11884","R10976","R10409"
5,"R11885","R10944","R10981"
5,"R11886","R10944","R10981"
5,"R11887","R10944","R10981"
5,"R11888","R10944","R10981"
5,"R11889","R10944","R10981"
5,"R11890","R10944","R10981"
5,"R11891","R10944","R10981"
5,"R11892","R10944","R10981"
5,"R11894","R10944","R10981"
5,"R11906","R10976","R10411"
5,"R11908","R10976","R10411"
5,"R11910","R10976","R10411"
5,"R11912","R10976","R10411"
5,"R11913","R10452","R10985"
5,"R11914","R10452","R10985"
5,"R11915","R10452","R10985"
5,"R11916","R10452","R10985"
5,"R11917","R10452","R10985"
5,"R11918","R10452","R10985"
5,"R11919","R11037","R10492"
5,"R11921","R11037","R10492"
4,"R11922","R11037","R10492"
5,"R11924","R11037","R10492"
5,"R11925","R11037","R10492"
5,"R11926","R11037","R10492"
5,"R11927","R11037","R10492"
5,"R11928","R10735","R10743"
5,"R11929","R10735","R10743"
5,"R11930","R10735","R10743"
5,"R11931","R10735","R10743"
5,"R11932","R10735","R10743"
5,"R11933","R10735","R10743"
5,"R11934","R10735","R10743"
5,"R11935","R11090","R10751"
5,"R11936","R11090","R10751"
5,"R11938","R11090","R10751"
5,"R11939","R11090","R10751"
5,"R11940","R11090","R10751"
5,"R11941","R11090","R10751"
5,"R11942","R11090","R10751"
5,"R11944","R11090","R10751"
5,"R11953","R10678","R10442"
5,"R11954","R10678","R10442"
5,"R11955","R10678","R10442"
5,"R11957","R10678","R10442"
5,"R11958","R10678","R10442"
5,"R11959","R10678","R10442"
5,"R11960","R10678","R10442"
5,"R11961","R10678","R10442"
5,"R11962","R10678","R10442"
5,"R11963","R10678","R10442"
5,"R11964","R10678","R10442"
5,"R11965","R11074","R10902"
5,"R11966","R11074","R10902"
5,"R11967","R11074","R10902"
5,"R11968","R11074","R10902"
5,"R11969","R11074","R10902"
5,"R11970","R11074","R10902"
5,"R11972","R10738","R10598"
5,"R11973","R10738","R10598"
5,"R11974","R10738","R10598"
5,"R11975","R10738","R10598"
5,"R11976","R10738","R10598"
4,"R11977","R10738","R10598"
5,"R11978","R10738","R10598"
5,"R11979","R10738","R10598"
5,"R11980","R11074","R10938"
5,"R11981","R11074","R10938"
5,"R11982","R11074","R10938"
5,"R11983","R11074","R10938"
5,"R11984","R11074","R10938"
5,"R11986","R11074","R10938"
5,"R11987","R11074","R10938"
5,"R11988","R11149","R10410"
4,"R11989","R11149","R10410"
5,"R11990","R11149","R10410"
5,"R11991","R11149","R10410"
4,"R11992","R11149","R10410"
5,"R11993","R11149","R10410"
5,"R11995","R11149","R10410"
5,"R11996","R10944","R10977"
4,"R11997","R10944","R10977"
5,"R11998","R10944","R10977"
5,"R11999","R10944","R10977"
5,"R12000","R10944","R10977"
3,"R12001","R10944","R10977"
5,"R12002","R10944","R10977"
5,"R12003","R10944","R10977"
5,"R12005","R11090","R10252"
5,"R12006","R11090","R10252"
5,"R12007","R11090","R10252"
5,"R12008","R11090","R10252"
5,"R12010","R11090","R10252"
3,"R12011","R11090","R10252"
5,"R12012","R11090","R10252"
5,"R12013","R10735","R9928"
5,"R12014","R10735","R9928"
3,"R12015","R10735","R9928"
2,"R12016","R10735","R9928"
5,"R12017","R10735","R9928"
5,"R12018","R10735","R9928"
5,"R12019","R10735","R9928"
5,"R12020","R10735","R9928"
5,"R12021","R10735","R9928"
5,"R12022","R10932","R9642"
5,"R12024","R10932","R9642"
4,"R12026","R10932","R9642"
5,"R12027","R10932","R9642"
5,"R12029","R10932","R9642"
5,"R12030","R10932","R9642"
5,"R12031","R10932","R9642"
5,"R12033","R11222","R10645"
5,"R12034","R11222","R10645"
4,"R12035","R11222","R10645"
5,"R12036","R11222","R10645"
5,"R12037","R11222","R10645"
4,"R12038","R11222","R10645"
5,"R12039","R11222","R10645"
5,"R12041","R11164","R11014"
5,"R12042","R11164","R11014"
5,"R12043","R11164","R11014"
5,"R12047","R11164","R11014"
5,"R12048","R11164","R11014"
5,"R12049","R10976","R10196"
5,"R12050","R10976","R10196"
5,"R12051","R10976","R10196"
5,"R12054","R11232","R11126"
5,"R12055","R11232","R11126"
5,"R12056","R11232","R11126"
5,"R12057","R11232","R11126"
5,"R12058","R11222","R10209"
5,"R12059","R11222","R10209"
5,"R12060","R11222","R10209"
5,"R12061","R11222","R10209"
4,"R12063","R11222","R10209"
5,"R12064","R11222","R10209"
4,"R12066","R11149","R11243"
4,"R12067","R11149","R11243"
5,"R12068","R11149","R11243"
5,"R12069","R11149","R11243"
5,"R12070","R11149","R11243"
5,"R12071","R11149","R11243"
5,"R12072","R11164","R10108"
5,"R12073","R11164","R10108"
5,"R12074","R11164","R10108"
3,"R12075","R11164","R10108"
5,"R12076","R11164","R10108"
5,"R12077","R10735","R10576"
5,"R12079","R10735","R10576"
5,"R12080","R11222","R10597"
4,"R12081","R11222","R10597"
5,"R12082","R11222","R10597"
5,"R12084","R11222","R10597"
5,"R12086","R11149","R10939"
5,"R12087","R11149","R10939"
5,"R12088","R11232","R10973"
1,"R12089","R11232","R10973"
1,"R12090","R11232","R10973"
5,"R12092","R11232","R10973"
5,"R12094","R11234","R11107"
5,"R12095","R11234","R11107"
5,"R12096","R11234","R11107"
5,"R12097","R11234","R11107"
5,"R12098","R11234","R11107"
5,"R12099","R11234","R11107"
5,"R12100","R11234","R11107"
5,"R12102","R9739","R11080"
4,"R12103","R9739","R11080"
5,"R12104","R9739","R11080"
5,"R12105","R9739","R11080"
5,"R12106","R9739","R11080"
4,"R12107","R9739","R11080"
5,"R12108","R9739","R11080"
5,"R12109","R9739","R11080"
5,"R12110","R9739","R11080"
5,"R11423","R17381","R17382"
5,"R17381","R9644","R16612"
5,"R12111","R10738","R10513"
5,"R12112","R10738","R10513"
5,"R12113","R10738","R10513"
5,"R12114","R10738","R10513"
5,"R12115","R10738","R10513"
5,"R12116","R10738","R10513"
5,"R12117","R10738","R10513"
5,"R12118","R10738","R10513"
5,"R12119","R10738","R10513"
5,"R12120","R11222","R10981"
5,"R12121","R11222","R10981"
2,"R12122","R11222","R10981"
5,"R12123","R11222","R10981"
5,"R12124","R11222","R10981"
2,"R12125","R11222","R10981"
5,"R12126","R11336","R10207"
5,"R12127","R11336","R10207"
5,"R12128","R11336","R10207"
5,"R12129","R11336","R10207"
5,"R12130","R11336","R10207"
5,"R12131","R11336","R10207"
5,"R12132","R11336","R10207"
5,"R12133","R11336","R10207"
4,"R12134","R11336","R10207"
5,"R12135","R11336","R10207"
5,"R12136","R10469","R10600"
5,"R12137","R10469","R10600"
5,"R12138","R10678","R10748"
5,"R12140","R10678","R10748"
5,"R12142","R10678","R10748"
5,"R12143","R10678","R10748"
5,"R12144","R10998","R10925"
5,"R12145","R10998","R10925"
5,"R12146","R10998","R10925"
5,"R12147","R10998","R10925"
5,"R12148","R10998","R10925"
4,"R12149","R10998","R10925"
5,"R12152","R10998","R10925"
5,"R12153","R10998","R10925"
5,"R17422","R17424","R17423"
5,"R12163","R11345","R11140"
5,"R12164","R11345","R11140"
5,"R12165","R11345","R11140"
5,"R12166","R11345","R11140"
5,"R12167","R11345","R11140"
5,"R12168","R11345","R11140"
5,"R12154","R11336","R10249"
5,"R12155","R11336","R10249"
5,"R12156","R11336","R10249"
5,"R12157","R11336","R10249"
5,"R12158","R11336","R10249"
5,"R12159","R11336","R10249"
2,"R12160","R11336","R10249"
5,"R12161","R11336","R10249"
5,"R12170","R10516","R10988"
5,"R12171","R10516","R10988"
5,"R12173","R10944","R9836"
5,"R12176","R10944","R9836"
5,"R12177","R10944","R9836"
5,"R12178","R10944","R9836"
5,"R12180","R10998","R9895"
5,"R12182","R10998","R9895"
5,"R12183","R10998","R9895"
5,"R12184","R10998","R9895"
5,"R12185","R10998","R9895"
5,"R12186","R10976","R9799"
3,"R12187","R10976","R9799"
5,"R12188","R10976","R9799"
5,"R12189","R10976","R9799"
5,"R12190","R10976","R9799"
5,"R12191","R10976","R9799"
5,"R12192","R10536","R10928"
5,"R12193","R10536","R10928"
5,"R12194","R10536","R10928"
5,"R12197","R10536","R10928"
5,"R12198","R11426","R10699"
5,"R12199","R11426","R10699"
5,"R12200","R11426","R10699"
5,"R12201","R11426","R10699"
5,"R12202","R11426","R10699"
5,"R12203","R11426","R10699"
5,"R12204","R10738","R10734"
5,"R12205","R10738","R10734"
5,"R12206","R10738","R10734"
5,"R12207","R10738","R10734"
5,"R12208","R10738","R10734"
5,"R12209","R11466","R11347"
5,"R12210","R11466","R11347"
5,"R12211","R11466","R11347"
4,"R12212","R11466","R11347"
5,"R12213","R11466","R11347"
5,"R12214","R11466","R11347"
5,"R12215","R11466","R11347"
5,"R12216","R11466","R11347"
5,"R12217","R11466","R11347"
5,"R12218","R11466","R11347"
5,"R12219","R11466","R11347"
5,"R12220","R11222","R10442"
5,"R12221","R11222","R10442"
5,"R12222","R11222","R10442"
3,"R12223","R11222","R10442"
5,"R12224","R11222","R10442"
2,"R12225","R11222","R10442"
5,"R12226","R11222","R10442"
5,"R12227","R11222","R10442"
5,"R12228","R11222","R10442"
5,"R12229","R11222","R10442"
5,"R12230","R11423","R11189"
5,"R12232","R11423","R11189"
5,"R12233","R11423","R11189"
2,"R12234","R11423","R11189"
5,"R12235","R11423","R11189"
4,"R12236","R11423","R11189"
5,"R12237","R11423","R10581"
5,"R12238","R11423","R10581"
5,"R12239","R11423","R10581"
3,"R12240","R11423","R10581"
5,"R12242","R11423","R10581"
5,"R12243","R11423","R10581"
5,"R12244","R11423","R10581"
5,"R12245","R11423","R10581"
5,"R12246","R11423","R10581"
5,"R12247","R11423","R10581"
5,"R12248","R11222","R10977"
5,"R12249","R11222","R10977"
5,"R12250","R11222","R10977"
5,"R12251","R11222","R10977"
5,"R12252","R11222","R10977"
5,"R12253","R11222","R10977"
5,"R12254","R11222","R10977"
5,"R12255","R11222","R10977"
5,"R12256","R11222","R10977"
4,"R12257","R10552","R10492"
5,"R12258","R10552","R10492"
5,"R12259","R10552","R10492"
5,"R12260","R10552","R10492"
5,"R12262","R10552","R10492"
4,"R12263","R10552","R10492"
5,"R12265","R10552","R10492"
2,"R12266","R10552","R10492"
5,"R12267","R10552","R10492"
5,"R12269","R11426","R10902"
5,"R12270","R11426","R10902"
5,"R12271","R11426","R10902"
5,"R12272","R11426","R10902"
5,"R12273","R11426","R10902"
5,"R12274","R11426","R10902"
5,"R12275","R11426","R11209"
5,"R12276","R11426","R11209"
5,"R12277","R11426","R11209"
5,"R12278","R11426","R11209"
5,"R12279","R11426","R11209"
5,"R12280","R11426","R11209"
4,"R12281","R11426","R11209"
5,"R12282","R11426","R11209"
4,"R12283","R11426","R11209"
5,"R12284","R11426","R11209"
4,"R12285","R11426","R11209"
5,"R12286","R11426","R11209"
5,"R12287","R10998","R9869"
5,"R12288","R10998","R9869"
5,"R12289","R10998","R9869"
5,"R12290","R10998","R9869"
4,"R12291","R10998","R9869"
5,"R12292","R10434","R10751"
5,"R12293","R10434","R10751"
5,"R12294","R10434","R10751"
5,"R12295","R10434","R10751"
5,"R12296","R10434","R10751"
5,"R12298","R10434","R10751"
4,"R12299","R10434","R10751"
5,"R12300","R10434","R10751"
5,"R12301","R10434","R10751"
5,"R12310","R11423","R10093"
5,"R12311","R11423","R10093"
5,"R12312","R11423","R10093"
5,"R12313","R11423","R10093"
5,"R12314","R11423","R10093"
5,"R12315","R11423","R10093"
5,"R12316","R11423","R10093"
5,"R12317","R11423","R10093"
5,"R12318","R11423","R10093"
5,"R12319","R11559","R11014"
5,"R12320","R11559","R11014"
5,"R12321","R11559","R11014"
5,"R12322","R11559","R11014"
5,"R12323","R11559","R10209"
5,"R12324","R11559","R10209"
5,"R12327","R11559","R10209"
5,"R12328","R11559","R10209"
5,"R12329","R11559","R10209"
5,"R12330","R11451","R10598"
5,"R12331","R11451","R10598"
5,"R12332","R11451","R10598"
5,"R12334","R11426","R11236"
5,"R12336","R11426","R11236"
5,"R12337","R11426","R11236"
4,"R12338","R11426","R11236"
5,"R12339","R11426","R11236"
5,"R12340","R11426","R11236"
5,"R12341","R11426","R11236"
5,"R12342","R11426","R11236"
4,"R12343","R11234","R9567"
5,"R12344","R11234","R9567"
5,"R12345","R11234","R9567"
5,"R12346","R11423","R10743"
5,"R12347","R11423","R10743"
2,"R12349","R11423","R10743"
5,"R12350","R11423","R10743"
5,"R12351","R11423","R10743"
5,"R12352","R11423","R10743"
5,"R12353","R11423","R10743"
5,"R12354","R11423","R10743"
5,"R12355","R11423","R10743"
5,"R12356","R11423","R10743"
5,"R12364","R11471","R11126"
5,"R12365","R11471","R11126"
5,"R12366","R11471","R11126"
5,"R12368","R11471","R11126"
5,"R12370","R11423","R10645"
5,"R12372","R11423","R10645"
5,"R12375","R11471","R11154"
5,"R12376","R11471","R11154"
5,"R12377","R11471","R11154"
5,"R12378","R11559","R11341"
5,"R12379","R11559","R11341"
5,"R12380","R11559","R11341"
5,"R12381","R11559","R11341"
5,"R12382","R11559","R11341"
5,"R12384","R11559","R11341"
5,"R12386","R11559","R11341"
5,"R12387","R10469","R10424"
5,"R12388","R10469","R10424"
5,"R12390","R10469","R10424"
5,"R12391","R10469","R10424"
5,"R12392","R10469","R10424"
5,"R12393","R10469","R10424"
5,"R12395","R10469","R10424"
5,"R12396","R10469","R10424"
5,"R12397","R10678","R10435"
5,"R12398","R10678","R10435"
3,"R12399","R10678","R10435"
5,"R12400","R10678","R10435"
5,"R12401","R10678","R10435"
5,"R12403","R10976","R11235"
5,"R12404","R10976","R11235"
5,"R12405","R10976","R11235"
5,"R12407","R10976","R11235"
5,"R12408","R10976","R11235"
5,"R12409","R10976","R11235"
5,"R12410","R11565","R10985"
5,"R12413","R11565","R10985"
5,"R12414","R11565","R10985"
5,"R12415","R11565","R10985"
5,"R12416","R11471","R11282"
5,"R12417","R11471","R11282"
5,"R12419","R11471","R11282"
5,"R12420","R11471","R11282"
5,"R12421","R11471","R11282"
5,"R12422","R11471","R11282"
5,"R12423","R11471","R11282"
4,"R12424","R11471","R11282"
5,"R12425","R11539","R10597"
5,"R12426","R11539","R10597"
5,"R12427","R11539","R10597"
5,"R12428","R11539","R10597"
5,"R12429","R11539","R10597"
5,"R12430","R11539","R10597"
5,"R12431","R11423","R10680"
5,"R12432","R11423","R10680"
5,"R12434","R11423","R10680"
5,"R12435","R11423","R10680"
2,"R12436","R11423","R10680"
5,"R12437","R11423","R10680"
5,"R12438","R11423","R10680"
5,"R12441","R11423","R10680"
5,"R12442","R11539","R11446"
5,"R12445","R11539","R11446"
2,"R12446","R11539","R11446"
5,"R12447","R11539","R11446"
5,"R12448","R11539","R11446"
5,"R12449","R11539","R11446"
5,"R12450","R11539","R11446"
5,"R12451","R11559","R11107"
5,"R12452","R11559","R11107"
5,"R12453","R11559","R11107"
5,"R12454","R11559","R11107"
5,"R12455","R11559","R11107"
5,"R12456","R11559","R11107"
4,"R12458","R11559","R11107"
5,"R12459","R11609","R11428"
4,"R12460","R11609","R11428"
5,"R12461","R11609","R11428"
5,"R12462","R11609","R11428"
5,"R12463","R11609","R11428"
5,"R12464","R11609","R11428"
5,"R12465","R11471","R10939"
5,"R12466","R11471","R10939"
5,"R12467","R11471","R10939"
5,"R12468","R11559","R10988"
5,"R12469","R11559","R10988"
5,"R12470","R11559","R10988"
5,"R12471","R11559","R10988"
5,"R12472","R11559","R10988"
5,"R12473","R11559","R10988"
5,"R12474","R11559","R10988"
5,"R12475","R11559","R10988"
5,"R12476","R11559","R10988"
4,"R12477","R11559","R10988"
5,"R12478","R11423","R11380"
5,"R12479","R11423","R11380"
5,"R12480","R11423","R11380"
5,"R12481","R11423","R11380"
5,"R12482","R11443","R10925"
5,"R12483","R11443","R10925"
4,"R12484","R11443","R10925"
5,"R12485","R11443","R10925"
5,"R12486","R11443","R10925"
5,"R12488","R11443","R10925"
3,"R12489","R11443","R10925"
5,"R12490","R11443","R10925"
5,"R12491","R10332","R11551"
5,"R12492","R10332","R11551"
5,"R12493","R10332","R11551"
5,"R12494","R10332","R11551"
5,"R12495","R11609","R11475"
5,"R12496","R11609","R11475"
5,"R12497","R11609","R11475"
5,"R12498","R11609","R11475"
5,"R12499","R11609","R11475"
5,"R12500","R11609","R11475"
5,"R12501","R11609","R11475"
5,"R12502","R11609","R11475"
5,"R12503","R11539","R11487"
5,"R12504","R11539","R11487"
5,"R12506","R11539","R11487"
5,"R12507","R11539","R11487"
5,"R12508","R11539","R11487"
5,"R12509","R11723","R11486"
5,"R12510","R11723","R11486"
4,"R12511","R11723","R11486"
5,"R12512","R11723","R11486"
5,"R12513","R11723","R11486"
5,"R12516","R11609","R10252"
5,"R12517","R11609","R10252"
5,"R12518","R11609","R10252"
5,"R12519","R11609","R10252"
5,"R12520","R11609","R10252"
5,"R12521","R11609","R10252"
5,"R12522","R11609","R10252"
5,"R12524","R11750","R10699"
5,"R12525","R11750","R10699"
4,"R12527","R11750","R10699"
5,"R12528","R11750","R10699"
5,"R12529","R11750","R11347"
5,"R12530","R11750","R11347"
5,"R12531","R11750","R11347"
5,"R12532","R11750","R11347"
5,"R12533","R11750","R11347"
5,"R12534","R11750","R11347"
5,"R12535","R11750","R11347"
5,"R12536","R11750","R11347"
5,"R12537","R11609","R11189"
5,"R12538","R11609","R11189"
5,"R12539","R11609","R11189"
5,"R12540","R11609","R11189"
5,"R12541","R11609","R11189"
5,"R12543","R11723","R10734"
5,"R12544","R11723","R10734"
5,"R12546","R11723","R10734"
5,"R12547","R11723","R10734"
5,"R12548","R11723","R10734"
5,"R12549","R11723","R10734"
5,"R12550","R11723","R10734"
4,"R12551","R11539","R11209"
5,"R12552","R11539","R11209"
5,"R12553","R11539","R11209"
5,"R12556","R11539","R11209"
4,"R12557","R11539","R11209"
5,"R12558","R11539","R11209"
5,"R12559","R11539","R11209"
5,"R12560","R11539","R11209"
4,"R12561","R11750","R10531"
5,"R12562","R11750","R10531"
5,"R12563","R11750","R10531"
5,"R12564","R11750","R10531"
5,"R12565","R11750","R10531"
5,"R12566","R11750","R10531"
5,"R12567","R11750","R10531"
5,"R12569","R11750","R9869"
5,"R12570","R11750","R9869"
5,"R12571","R11750","R9869"
5,"R12572","R11750","R9869"
5,"R12573","R11750","R9869"
5,"R12574","R11750","R9869"
5,"R12575","R11750","R9869"
5,"R12576","R11750","R9869"
5,"R12577","R10976","R10902"
5,"R12578","R10976","R10902"
5,"R12579","R10976","R10902"
2,"R12580","R10976","R10902"
5,"R12581","R10976","R10902"
5,"R12584","R11426","R11676"
5,"R12586","R11426","R11676"
5,"R12587","R11723","R11671"
5,"R12588","R11723","R11671"
5,"R12589","R11723","R11671"
5,"R12590","R11723","R11671"
5,"R12592","R11723","R11671"
5,"R12593","R10516","R11572"
4,"R12594","R10516","R11572"
5,"R12595","R10516","R11572"
5,"R12596","R10516","R11572"
5,"R12598","R10516","R11572"
5,"R12599","R10516","R11572"
5,"R12600","R11565","R10697"
5,"R12601","R11565","R10697"
5,"R12602","R11565","R10697"
5,"R12603","R11565","R10697"
5,"R12605","R11565","R10697"
5,"R12607","R11750","R10410"
4,"R12610","R11750","R10410"
5,"R12611","R11750","R10410"
5,"R12612","R11750","R10410"
5,"R12613","R11750","R9821"
5,"R12614","R11750","R9821"
5,"R12615","R11750","R9821"
5,"R12616","R11750","R9821"
5,"R12617","R11750","R9821"
5,"R12618","R11750","R9821"
2,"R12620","R11750","R9821"
5,"R12621","R11750","R9821"
5,"R12622","R11565","R9928"
5,"R12623","R11565","R9928"
3,"R12624","R11565","R9928"
5,"R12625","R11565","R9928"
5,"R12626","R11565","R9928"
5,"R12628","R11723","R11154"
5,"R12629","R11723","R11154"
5,"R12630","R11723","R11154"
5,"R12632","R11723","R11154"
5,"R12633","R11723","R11154"
5,"R12634","R11723","R11154"
5,"R12635","R11471","R10600"
5,"R12636","R11471","R10600"
5,"R12637","R11471","R10600"
5,"R12638","R11471","R10600"
5,"R12639","R11565","R11959"
5,"R12641","R11565","R11959"
5,"R12642","R11565","R11959"
5,"R12643","R11565","R11959"
2,"R12644","R11565","R11959"
5,"R12646","R11823","R10598"
5,"R12647","R11823","R10598"
3,"R12648","R11823","R10598"
5,"R12649","R11823","R10598"
5,"R12650","R11823","R10598"
