"hipsofa","altDogID","altSireID","altDamID"
7,"R12099","R11234","R11107"
NA,"R12100","R11234","R11107"
NA,"R12101","R11234","R11107"
6,"R12102","R9739","R11080"
7,"R12103","R9739","R11080"
7,"R12104","R9739","R11080"
7,"R12105","R9739","R11080"
7,"R12106","R9739","R11080"
NA,"R12107","R9739","R11080"
NA,"R12108","R9739","R11080"
6,"R12109","R9739","R11080"
7,"R12110","R9739","R11080"
NA,"R192","R118","R158"
NA,"R16157","R16528","R16528"
NA,"R16158","R14618","R16157"
NA,"R16159","R14671","R15016"
NA,"R16160","R16158","R16159"
NA,"R16161","R15556","R16160"
NA,"R16162","R16161","R15582"
NA,"R16163","R6028","R15699"
NA,"R16164","R15581","R16163"
NA,"R16165","R16162","R16164"
6,"R11423","R16166","R16167"
6,"R16166","R9644","R15527"
NA,"R16167","R15469","R15470"
6,"R16168","R15063","R15534"
7,"R12111","R10738","R10513"
6,"R12112","R10738","R10513"
7,"R12113","R10738","R10513"
6,"R12114","R10738","R10513"
6,"R12115","R10738","R10513"
6,"R12116","R10738","R10513"
NA,"R12117","R10738","R10513"
7,"R12118","R10738","R10513"
7,"R12119","R10738","R10513"
NA,"R16169","R16170","R16171"
NA,"R16170","R14734","R176"
NA,"R16171","R14622","R16172"
NA,"R16172","R14618","R16173"
NA,"R16173","R16191","R16192"
NA,"R16174","R16193","R15633"
NA,"R16175","R16176","R16177"
NA,"R16176","R6272","R16178"
NA,"R16177","R16179","R16180"
NA,"R16178","R14671","R16181"
NA,"R16179","R15556","R15342"
NA,"R16180","R14651","R16182"
NA,"R12120","R11222","R10981"
7,"R12121","R11222","R10981"
NA,"R12122","R11222","R10981"
7,"R12123","R11222","R10981"
7,"R12124","R11222","R10981"
7,"R12125","R11222","R10981"
7,"R12126","R11336","R10207"
7,"R12127","R11336","R10207"
7,"R12128","R11336","R10207"
7,"R12129","R11336","R10207"
7,"R12130","R11336","R10207"
7,"R12131","R11336","R10207"
6,"R12132","R11336","R10207"
7,"R12133","R11336","R10207"
NA,"R12134","R11336","R10207"
7,"R12135","R11336","R10207"
7,"R12136","R10469","R10600"
NA,"R12137","R10469","R10600"
7,"R12138","R10678","R10748"
7,"R12139","R10678","R10748"
NA,"R12140","R10678","R10748"
7,"R12141","R10678","R10748"
7,"R12142","R10678","R10748"
6,"R12143","R10678","R10748"
NA,"R16181","R16183","R16184"
NA,"R16182","R14713","R15068"
NA,"R16183","R15070","R16188"
NA,"R16184","R2693","R16187"
NA,"R16185","R16528","R16528"
NA,"R16186","R16528","R16528"
NA,"R16187","R16528","R16528"
NA,"R16188","R16528","R16528"
NA,"R16189","R16528","R16528"
NA,"R16190","R16528","R16528"
NA,"R16191","R16196","R16197"
NA,"R16192","R16195","R16194"
NA,"R16193","R16200","R16199"
NA,"R16194","R16528","R16528"
NA,"R16195","R16528","R16528"
NA,"R16196","R16528","R16528"
NA,"R16197","R16528","R16528"
NA,"R16198","R16528","R16528"
NA,"R16199","R16528","R16528"
NA,"R16200","R16528","R16528"
NA,"R16201","R16528","R16528"
7,"R12144","R10998","R10925"
NA,"R12145","R10998","R10925"
6,"R12146","R10998","R10925"
5,"R12147","R10998","R10925"
7,"R12148","R10998","R10925"
6,"R12149","R10998","R10925"
7,"R12150","R10998","R10925"
6,"R12151","R10998","R10925"
6,"R12152","R10998","R10925"
6,"R12153","R10998","R10925"
NA,"R16202","R16204","R16203"
NA,"R16203","R15420","R16205"
NA,"R16204","R16528","R16528"
NA,"R16205","R15130","R16528"
7,"R16206","R16207","R16528"
NA,"R16207","R16528","R16528"
7,"R16208","R16024","R16209"
NA,"R16209","R16528","R16528"
7,"R16210","R16212","R16211"
NA,"R16211","R16528","R16528"
NA,"R16212","R16528","R16528"
NA,"R12162","R11345","R11140"
7,"R12163","R11345","R11140"
7,"R12164","R11345","R11140"
6,"R12165","R11345","R11140"
NA,"R12166","R11345","R11140"
7,"R12167","R11345","R11140"
6,"R12168","R11345","R11140"
7,"R12154","R11336","R10249"
6,"R12155","R11336","R10249"
7,"R12156","R11336","R10249"
6,"R12157","R11336","R10249"
7,"R12158","R11336","R10249"
NA,"R12159","R11336","R10249"
7,"R12160","R11336","R10249"
6,"R12161","R11336","R10249"
NA,"R16213","R16214","R16215"
NA,"R16214","R16216","R16217"
NA,"R16215","R15686","R16219"
NA,"R16216","R14994","R15619"
NA,"R16217","R16218","R15342"
NA,"R16218","R15251","R16223"
NA,"R16219","R16220","R16221"
NA,"R16220","R14971","R14974"
NA,"R16221","R14988","R16222"
NA,"R16222","R16528","R16528"
NA,"R16223","R16528","R16528"
7,"R12169","R10516","R10988"
7,"R12170","R10516","R10988"
7,"R12171","R10516","R10988"
NA,"R12172","R10944","R9836"
7,"R12173","R10944","R9836"
7,"R12174","R10944","R9836"
NA,"R12175","R10944","R9836"
5,"R12176","R10944","R9836"
7,"R12177","R10944","R9836"
7,"R12178","R10944","R9836"
7,"R12179","R10678","R10409"
5,"R12180","R10998","R9895"
7,"R12181","R10998","R9895"
5,"R12182","R10998","R9895"
6,"R12183","R10998","R9895"
NA,"R12184","R10998","R9895"
7,"R12185","R10998","R9895"
6,"R12186","R10976","R9799"
NA,"R12187","R10976","R9799"
6,"R12188","R10976","R9799"
6,"R12189","R10976","R9799"
6,"R12190","R10976","R9799"
NA,"R12191","R10976","R9799"
6,"R12192","R10536","R10928"
7,"R12193","R10536","R10928"
NA,"R12194","R10536","R10928"
NA,"R12195","R10536","R10928"
7,"R12196","R10536","R10928"
NA,"R12197","R10536","R10928"
7,"R12198","R11426","R10699"
6,"R12199","R11426","R10699"
7,"R12200","R11426","R10699"
6,"R12201","R11426","R10699"
7,"R12202","R11426","R10699"
7,"R12203","R11426","R10699"
6,"R12204","R10738","R10734"
7,"R12205","R10738","R10734"
6,"R12206","R10738","R10734"
7,"R12207","R10738","R10734"
6,"R12208","R10738","R10734"
7,"R12209","R11466","R11347"
7,"R12210","R11466","R11347"
6,"R12211","R11466","R11347"
7,"R12212","R11466","R11347"
7,"R12213","R11466","R11347"
NA,"R12214","R11466","R11347"
6,"R12215","R11466","R11347"
6,"R12216","R11466","R11347"
5,"R12217","R11466","R11347"
7,"R12218","R11466","R11347"
6,"R12219","R11466","R11347"
NA,"R16224","R16214","R16225"
NA,"R16225","R8253","R16226"
NA,"R16226","R15686","R16219"
5,"R12220","R11222","R10442"
7,"R12221","R11222","R10442"
7,"R12222","R11222","R10442"
NA,"R12223","R11222","R10442"
NA,"R12224","R11222","R10442"
6,"R12225","R11222","R10442"
6,"R12226","R11222","R10442"
NA,"R12227","R11222","R10442"
6,"R12228","R11222","R10442"
7,"R12229","R11222","R10442"
NA,"R12230","R11423","R11189"
6,"R12231","R11423","R11189"
7,"R12232","R11423","R11189"
7,"R12233","R11423","R11189"
6,"R12234","R11423","R11189"
6,"R12235","R11423","R11189"
NA,"R12236","R11423","R11189"
7,"R12237","R11423","R10581"
6,"R12238","R11423","R10581"
6,"R12239","R11423","R10581"
6,"R12240","R11423","R10581"
6,"R12241","R11423","R10581"
5,"R12242","R11423","R10581"
7,"R12243","R11423","R10581"
NA,"R12244","R11423","R10581"
6,"R12245","R11423","R10581"
6,"R12246","R11423","R10581"
7,"R12247","R11423","R10581"
NA,"R16227","R16528","R16528"
NA,"R16228","R16245","R16246"
NA,"R16229","R16202","R10585"
NA,"R16230","R16202","R10585"
NA,"R16231","R16202","R10585"
NA,"R16232","R16202","R10585"
NA,"R16233","R16202","R10585"
NA,"R16234","R16202","R10585"
NA,"R16235","R16202","R10585"
NA,"R12248","R11222","R10977"
6,"R12249","R11222","R10977"
5,"R12250","R11222","R10977"
7,"R12251","R11222","R10977"
6,"R12252","R11222","R10977"
7,"R12253","R11222","R10977"
5,"R12254","R11222","R10977"
6,"R12255","R11222","R10977"
5,"R12256","R11222","R10977"
6,"R12257","R10552","R10492"
7,"R12258","R10552","R10492"
7,"R12259","R10552","R10492"
7,"R12260","R10552","R10492"
NA,"R12261","R10552","R10492"
NA,"R12262","R10552","R10492"
7,"R12263","R10552","R10492"
7,"R12264","R10552","R10492"
7,"R12265","R10552","R10492"
NA,"R12266","R10552","R10492"
7,"R12267","R10552","R10492"
7,"R12268","R10552","R10492"
NA,"R16236","R11234","R16109"
NA,"R16237","R11234","R16109"
NA,"R16238","R11234","R16109"
NA,"R16239","R11234","R16109"
NA,"R16240","R11234","R16109"
NA,"R16241","R11234","R16109"
NA,"R16242","R11234","R16109"
NA,"R16243","R11234","R16109"
NA,"R12269","R11426","R10902"
6,"R12270","R11426","R10902"
7,"R12271","R11426","R10902"
NA,"R12272","R11426","R10902"
7,"R12273","R11426","R10902"
7,"R12274","R11426","R10902"
NA,"R12275","R11426","R11209"
7,"R12276","R11426","R11209"
NA,"R12277","R11426","R11209"
7,"R12278","R11426","R11209"
6,"R12279","R11426","R11209"
7,"R12280","R11426","R11209"
5,"R12281","R11426","R11209"
6,"R12282","R11426","R11209"
NA,"R12283","R11426","R11209"
7,"R12284","R11426","R11209"
6,"R12285","R11426","R11209"
6,"R12286","R11426","R11209"
NA,"R16244","R16528","R16528"
5,"R12287","R10998","R9869"
7,"R12288","R10998","R9869"
NA,"R12289","R10998","R9869"
6,"R12290","R10998","R9869"
NA,"R12291","R10998","R9869"
NA,"R16245","R16247","R16248"
NA,"R16246","R15266","R9440"
NA,"R16247","R16254","R16255"
NA,"R16248","R16249","R16250"
7,"R12292","R10434","R10751"
NA,"R12293","R10434","R10751"
6,"R12294","R10434","R10751"
6,"R12295","R10434","R10751"
6,"R12296","R10434","R10751"
NA,"R12297","R10434","R10751"
7,"R12298","R10434","R10751"
NA,"R12299","R10434","R10751"
6,"R12300","R10434","R10751"
7,"R12301","R10434","R10751"
NA,"R16249","R15464","R16251"
NA,"R16250","R16252","R16253"
NA,"R16251","R16528","R16528"
NA,"R16252","R16528","R16528"
NA,"R16253","R16528","R16528"
NA,"R16254","R14971","R16256"
NA,"R16255","R16257","R16258"
NA,"R16256","R16528","R16528"
NA,"R16257","R16412","R16411"
NA,"R16258","R16528","R16528"
NA,"R16259","R10493","R16210"
NA,"R16260","R10493","R16210"
NA,"R16261","R10493","R16210"
NA,"R16262","R10493","R16210"
6,"R16263","R10493","R16210"
NA,"R16264","R10493","R16210"
NA,"R16265","R10493","R16210"
NA,"R16266","R10493","R16210"
6,"R16267","R10493","R16210"
NA,"R16268","R10493","R16210"
NA,"R16269","R10493","R16208"
NA,"R16270","R10493","R16208"
NA,"R16271","R10493","R16208"
NA,"R16272","R10493","R16208"
NA,"R16273","R10493","R16208"
NA,"R16274","R10493","R16208"
NA,"R16275","R10493","R16208"
NA,"R16276","R10493","R16208"
NA,"R16277","R10493","R16206"
NA,"R16278","R10493","R16206"
NA,"R16279","R10493","R16206"
NA,"R16280","R10493","R16206"
NA,"R16281","R10493","R16206"
NA,"R16282","R10493","R16206"
NA,"R16283","R10493","R16206"
NA,"R16284","R10493","R16206"
NA,"R16285","R10493","R16206"
6,"R12310","R11423","R10093"
6,"R12311","R11423","R10093"
NA,"R12312","R11423","R10093"
7,"R12313","R11423","R10093"
NA,"R12314","R11423","R10093"
6,"R12315","R11423","R10093"
7,"R12316","R11423","R10093"
NA,"R12317","R11423","R10093"
7,"R12318","R11423","R10093"
7,"R12319","R11559","R11014"
NA,"R12320","R11559","R11014"
NA,"R12321","R11559","R11014"
7,"R12322","R11559","R11014"
NA,"R12323","R11559","R10209"
6,"R12324","R11559","R10209"
6,"R12325","R11559","R10209"
7,"R12326","R11559","R10209"
6,"R12327","R11559","R10209"
7,"R12328","R11559","R10209"
7,"R12329","R11559","R10209"
7,"R12330","R11451","R10598"
7,"R12331","R11451","R10598"
6,"R12332","R11451","R10598"
NA,"R12333","R11451","R10598"
6,"R12334","R11426","R11236"
6,"R12335","R11426","R11236"
5,"R12336","R11426","R11236"
7,"R12337","R11426","R11236"
7,"R12338","R11426","R11236"
7,"R12339","R11426","R11236"
NA,"R12340","R11426","R11236"
7,"R12341","R11426","R11236"
4,"R12342","R11426","R11236"
7,"R12343","R11234","R9567"
7,"R12344","R11234","R9567"
7,"R12345","R11234","R9567"
7,"R12346","R11423","R10743"
7,"R12347","R11423","R10743"
NA,"R12348","R11423","R10743"
NA,"R12349","R11423","R10743"
6,"R12350","R11423","R10743"
7,"R12351","R11423","R10743"
7,"R12352","R11423","R10743"
6,"R12353","R11423","R10743"
6,"R12354","R11423","R10743"
NA,"R12355","R11423","R10743"
7,"R12356","R11423","R10743"
6,"R16286","R11466","R11425"
7,"R16287","R11466","R11425"
NA,"R16288","R11466","R11425"
NA,"R16289","R11466","R11425"
NA,"R16290","R11466","R11425"
NA,"R16291","R11466","R11425"
6,"R12364","R11471","R11126"
7,"R12365","R11471","R11126"
7,"R12366","R11471","R11126"
6,"R12367","R11471","R11126"
7,"R12368","R11471","R11126"
6,"R12369","R11471","R11126"
7,"R12370","R11423","R10645"
7,"R12371","R11423","R10645"
6,"R12372","R11423","R10645"
7,"R12373","R11423","R10645"
7,"R12374","R11423","R10645"
NA,"R16292","R16294","R16295"
6,"R12375","R11471","R11154"
6,"R12376","R11471","R11154"
6,"R12377","R11471","R11154"
7,"R12378","R11559","R11341"
6,"R12379","R11559","R11341"
NA,"R12380","R11559","R11341"
6,"R12381","R11559","R11341"
NA,"R12382","R11559","R11341"
6,"R12383","R11559","R11341"
7,"R12384","R11559","R11341"
7,"R12385","R11559","R11341"
7,"R12386","R11559","R11341"
7,"R12387","R10469","R10424"
NA,"R12388","R10469","R10424"
7,"R12389","R10469","R10424"
7,"R12390","R10469","R10424"
6,"R12391","R10469","R10424"
6,"R12392","R10469","R10424"
7,"R12393","R10469","R10424"
NA,"R12394","R10469","R10424"
7,"R12395","R10469","R10424"
NA,"R12396","R10469","R10424"
7,"R12397","R10678","R10435"
4,"R12398","R10678","R10435"
NA,"R12399","R10678","R10435"
6,"R12400","R10678","R10435"
7,"R12401","R10678","R10435"
NA,"R12402","R10976","R11235"
6,"R12403","R10976","R11235"
7,"R12404","R10976","R11235"
7,"R12405","R10976","R11235"
7,"R12406","R10976","R11235"
6,"R12407","R10976","R11235"
7,"R12408","R10976","R11235"
7,"R12409","R10976","R11235"
6,"R12410","R11565","R10985"
7,"R12411","R11565","R10985"
7,"R12412","R11565","R10985"
6,"R12413","R11565","R10985"
6,"R12414","R11565","R10985"
NA,"R12415","R11565","R10985"
7,"R12416","R11471","R11282"
6,"R12417","R11471","R11282"
6,"R12418","R11471","R11282"
7,"R12419","R11471","R11282"
7,"R12420","R11471","R11282"
6,"R12421","R11471","R11282"
7,"R12422","R11471","R11282"
7,"R12423","R11471","R11282"
6,"R12424","R11471","R11282"
7,"R12425","R11539","R10597"
7,"R12426","R11539","R10597"
7,"R12427","R11539","R10597"
6,"R12428","R11539","R10597"
7,"R12429","R11539","R10597"
7,"R12430","R11539","R10597"
7,"R12431","R11423","R10680"
7,"R12432","R11423","R10680"
7,"R12433","R11423","R10680"
7,"R12434","R11423","R10680"
7,"R12435","R11423","R10680"
NA,"R12436","R11423","R10680"
6,"R12437","R11423","R10680"
NA,"R12438","R11423","R10680"
NA,"R12439","R11423","R10680"
7,"R12440","R11423","R10680"
6,"R12441","R11423","R10680"
NA,"R16294","R16296","R16297"
NA,"R16295","R16302","R16303"
NA,"R16296","R16298","R16299"
NA,"R16297","R16300","R16301"
NA,"R16298","R16528","R16528"
NA,"R16299","R16528","R16528"
NA,"R16300","R16528","R16528"
NA,"R16301","R16528","R16528"
NA,"R16302","R16304","R16305"
NA,"R16303","R16306","R16307"
NA,"R16304","R16528","R16528"
NA,"R16305","R16528","R16528"
NA,"R16306","R16528","R16528"
NA,"R16307","R16528","R16528"
NA,"R16308","R16528","R16528"
NA,"R12442","R11539","R11446"
NA,"R12443","R11539","R11446"
NA,"R12444","R11539","R11446"
7,"R12445","R11539","R11446"
7,"R12446","R11539","R11446"
7,"R12447","R11539","R11446"
7,"R12448","R11539","R11446"
7,"R12449","R11539","R11446"
6,"R12450","R11539","R11446"
NA,"R16309","R11426","R16213"
NA,"R16310","R11426","R16213"
NA,"R16311","R11426","R16213"
NA,"R16312","R11426","R16213"
NA,"R16313","R11426","R16213"
NA,"R16314","R10493","R16224"
NA,"R16315","R10493","R16224"
NA,"R16316","R10493","R16224"
NA,"R16317","R10493","R16224"
NA,"R16318","R10493","R16224"
7,"R12451","R11559","R11107"
6,"R12452","R11559","R11107"
7,"R12453","R11559","R11107"
6,"R12454","R11559","R11107"
7,"R12455","R11559","R11107"
7,"R12456","R11559","R11107"
7,"R12457","R11559","R11107"
7,"R12458","R11559","R11107"
NA,"R16319","R16214","R16320"
7,"R12459","R11609","R11428"
7,"R12460","R11609","R11428"
7,"R12461","R11609","R11428"
7,"R12462","R11609","R11428"
6,"R12463","R11609","R11428"
6,"R12464","R11609","R11428"
NA,"R16320","R15601","R16321"
NA,"R16321","R16322","R16323"
NA,"R16322","R14651","R16528"
NA,"R16323","R14713","R15621"
NA,"R16324","R10493","R16068"
NA,"R16325","R10493","R16068"
NA,"R16326","R10493","R16068"
NA,"R16327","R10493","R16068"
NA,"R16328","R10493","R16068"
NA,"R12357","R10493","R10108"
NA,"R12358","R10493","R10108"
NA,"R12359","R10493","R10108"
NA,"R12360","R10493","R10108"
NA,"R12361","R10493","R10108"
NA,"R12362","R10493","R10108"
NA,"R12363","R10493","R10108"
NA,"R16329","R11635","R10196"
NA,"R16330","R11635","R10196"
NA,"R16331","R11635","R10196"
6,"R12302","R11471","R9642"
6,"R12303","R11471","R9642"
6,"R12304","R11471","R9642"
6,"R12305","R11471","R9642"
6,"R12306","R11471","R9642"
6,"R12307","R11471","R9642"
6,"R12308","R11471","R9642"
6,"R12309","R11471","R9642"
6,"R12465","R11471","R10939"
6,"R12466","R11471","R10939"
7,"R12467","R11471","R10939"
7,"R12468","R11559","R10988"
5,"R12469","R11559","R10988"
6,"R12470","R11559","R10988"
7,"R12471","R11559","R10988"
7,"R12472","R11559","R10988"
6,"R12473","R11559","R10988"
6,"R12474","R11559","R10988"
7,"R12475","R11559","R10988"
6,"R12476","R11559","R10988"
7,"R12477","R11559","R10988"
NA,"R12478","R11423","R11380"
7,"R12479","R11423","R11380"
7,"R12480","R11423","R11380"
7,"R12481","R11423","R11380"
7,"R12482","R11443","R10925"
6,"R12483","R11443","R10925"
NA,"R12484","R11443","R10925"
6,"R12485","R11443","R10925"
7,"R12486","R11443","R10925"
7,"R12487","R11443","R10925"
NA,"R12488","R11443","R10925"
7,"R12489","R11443","R10925"
NA,"R12490","R11443","R10925"
7,"R12491","R10332","R11551"
NA,"R12492","R10332","R11551"
NA,"R12493","R10332","R11551"
7,"R12494","R10332","R11551"
NA,"R12495","R11609","R11475"
6,"R12496","R11609","R11475"
NA,"R12497","R11609","R11475"
6,"R12498","R11609","R11475"
NA,"R12499","R11609","R11475"
7,"R12500","R11609","R11475"
6,"R12501","R11609","R11475"
7,"R12502","R11609","R11475"
NA,"R16332","R16528","R16528"
NA,"R16333","R16244","R10611"
NA,"R16334","R16244","R10611"
NA,"R16335","R16244","R10611"
NA,"R16336","R16244","R10611"
NA,"R16337","R16244","R10611"
7,"R12503","R11539","R11487"
7,"R12504","R11539","R11487"
7,"R12505","R11539","R11487"
6,"R12506","R11539","R11487"
NA,"R12507","R11539","R11487"
NA,"R12508","R11539","R11487"
7,"R12509","R11723","R11486"
7,"R12510","R11723","R11486"
6,"R12511","R11723","R11486"
7,"R12512","R11723","R11486"
7,"R12513","R11723","R11486"
NA,"R12514","R11723","R11486"
7,"R12515","R11723","R11486"
6,"R16338","R16528","R16528"
7,"R16339","R16528","R16528"
NA,"R16340","R16528","R16528"
NA,"R16341","R16528","R16528"
7,"R12516","R11609","R10252"
7,"R12517","R11609","R10252"
6,"R12518","R11609","R10252"
7,"R12519","R11609","R10252"
7,"R12520","R11609","R10252"
6,"R12521","R11609","R10252"
7,"R12522","R11609","R10252"
7,"R12523","R11750","R10699"
7,"R12524","R11750","R10699"
7,"R12525","R11750","R10699"
6,"R12526","R11750","R10699"
NA,"R12527","R11750","R10699"
7,"R12528","R11750","R10699"
NA,"R16342","R11471","R16319"
NA,"R16343","R11471","R16319"
NA,"R16344","R11471","R16319"
NA,"R16345","R11471","R16319"
NA,"R16346","R11471","R16319"
NA,"R12529","R11750","R11347"
6,"R12530","R11750","R11347"
5,"R12531","R11750","R11347"
7,"R12532","R11750","R11347"
NA,"R12533","R11750","R11347"
7,"R12534","R11750","R11347"
NA,"R12535","R11750","R11347"
6,"R12536","R11750","R11347"
NA,"R16347","R10493","R16293"
NA,"R16348","R10493","R16293"
NA,"R16349","R10493","R16293"
NA,"R16350","R10493","R16293"
7,"R12537","R11609","R11189"
6,"R12538","R11609","R11189"
NA,"R12539","R11609","R11189"
7,"R12540","R11609","R11189"
6,"R12541","R11609","R11189"
6,"R12542","R11609","R11472"
7,"R12543","R11723","R10734"
7,"R12544","R11723","R10734"
7,"R12545","R11723","R10734"
NA,"R12546","R11723","R10734"
7,"R12547","R11723","R10734"
NA,"R12548","R11723","R10734"
7,"R12549","R11723","R10734"
5,"R12550","R11723","R10734"
NA,"R16351","R11539","R11469"
5,"R16352","R11539","R11469"
NA,"R16353","R11539","R11469"
NA,"R16354","R16528","R16528"
6,"R12551","R11539","R11209"
7,"R12552","R11539","R11209"
NA,"R12553","R11539","R11209"
NA,"R12554","R11539","R11209"
1,"R12555","R11539","R11209"
NA,"R12556","R11539","R11209"
7,"R12557","R11539","R11209"
6,"R12558","R11539","R11209"
7,"R12559","R11539","R11209"
7,"R12560","R11539","R11209"
NA,"R12561","R11750","R10531"
7,"R12562","R11750","R10531"
NA,"R12563","R11750","R10531"
6,"R12564","R11750","R10531"
NA,"R12565","R11750","R10531"
6,"R12566","R11750","R10531"
6,"R12567","R11750","R10531"
7,"R12568","R11750","R10531"
NA,"R16355","R11471","R16292"
NA,"R16356","R11471","R16292"
NA,"R16357","R11471","R16292"
NA,"R16358","R11471","R16292"
NA,"R16359","R11471","R16292"
NA,"R16360","R11471","R16292"
NA,"R16361","R11471","R16292"
NA,"R16362","R11471","R16292"
NA,"R12569","R11750","R9869"
NA,"R12570","R11750","R9869"
6,"R12571","R11750","R9869"
7,"R12572","R11750","R9869"
7,"R12573","R11750","R9869"
7,"R12574","R11750","R9869"
7,"R12575","R11750","R9869"
6,"R12576","R11750","R9869"
7,"R12577","R10976","R10902"
7,"R12578","R10976","R10902"
7,"R12579","R10976","R10902"
NA,"R12580","R10976","R10902"
NA,"R12581","R10976","R10902"
7,"R12582","R11426","R11676"
7,"R12583","R11426","R11676"
7,"R12584","R11426","R11676"
7,"R12585","R11426","R11676"
NA,"R12586","R11426","R11676"
6,"R12587","R11723","R11671"
NA,"R12588","R11723","R11671"
6,"R12589","R11723","R11671"
7,"R12590","R11723","R11671"
7,"R12591","R11723","R11671"
6,"R12592","R11723","R11671"
7,"R12593","R10516","R11572"
7,"R12594","R10516","R11572"
NA,"R12595","R10516","R11572"
7,"R12596","R10516","R11572"
NA,"R12597","R10516","R11572"
6,"R12598","R10516","R11572"
7,"R12599","R10516","R11572"
7,"R12600","R11565","R10697"
NA,"R12601","R11565","R10697"
NA,"R12602","R11565","R10697"
6,"R12603","R11565","R10697"
7,"R12604","R11565","R10697"
NA,"R12605","R11565","R10697"
NA,"R12606","R11750","R10410"
7,"R12607","R11750","R10410"
7,"R12608","R11750","R10410"
6,"R12609","R11750","R10410"
NA,"R12610","R11750","R10410"
6,"R12611","R11750","R10410"
5,"R12612","R11750","R10410"
6,"R12613","R11750","R9821"
7,"R12614","R11750","R9821"
6,"R12615","R11750","R9821"
6,"R12616","R11750","R9821"
7,"R12617","R11750","R9821"
7,"R12618","R11750","R9821"
7,"R12619","R11750","R9821"
7,"R12620","R11750","R9821"
NA,"R12621","R11750","R9821"
7,"R12622","R11565","R9928"
7,"R12623","R11565","R9928"
NA,"R12624","R11565","R9928"
6,"R12625","R11565","R9928"
7,"R12626","R11565","R9928"
7,"R12627","R11565","R9928"
6,"R12628","R11723","R11154"
6,"R12629","R11723","R11154"
6,"R12630","R11723","R11154"
7,"R12631","R11723","R11154"
6,"R12632","R11723","R11154"
6,"R12633","R11723","R11154"
6,"R12634","R11723","R11154"
7,"R12635","R11471","R10600"
7,"R12636","R11471","R10600"
6,"R12637","R11471","R10600"
7,"R12638","R11471","R10600"
6,"R12639","R11565","R11959"
7,"R12640","R11565","R11959"
7,"R12641","R11565","R11959"
7,"R12642","R11565","R11959"
7,"R12643","R11565","R11959"
7,"R12644","R11565","R11959"
7,"R12645","R11565","R11959"
7,"R12646","R11823","R10598"
7,"R12647","R11823","R10598"
NA,"R12648","R11823","R10598"
6,"R12649","R11823","R10598"
6,"R12650","R11823","R10598"
7,"R12651","R11565","R10743"
7,"R12652","R11565","R10743"
6,"R12653","R11565","R10743"
6,"R12654","R11565","R10743"
NA,"R12655","R11565","R10743"
6,"R12656","R11565","R10743"
NA,"R12657","R11565","R10743"
7,"R12658","R11565","R10743"
NA,"R11728","R16528","R16528"
6,"R12659","R11222","R11727"
7,"R12660","R11222","R11727"
7,"R12661","R11222","R11727"
7,"R12662","R11222","R11727"
6,"R12663","R11222","R11727"
NA,"R16363","R10493","R16338"
NA,"R16364","R10493","R16338"
NA,"R16365","R10493","R16338"
NA,"R16366","R10493","R16338"
NA,"R16367","R10493","R16338"
NA,"R16368","R10493","R16338"
NA,"R16369","R10493","R16338"
NA,"R16370","R10493","R16338"
NA,"R16371","R10493","R16338"
NA,"R16372","R10493","R16338"
NA,"R16373","R10493","R16338"
NA,"R16374","R11471","R16340"
NA,"R16375","R11471","R16340"
NA,"R16376","R11471","R16340"
NA,"R16377","R11471","R16340"
NA,"R16378","R11471","R16340"
7,"R12664","R11962","R11126"
6,"R12665","R11962","R11126"
7,"R12666","R11962","R11126"
6,"R12667","R11962","R11126"
7,"R12668","R11962","R11126"
7,"R12669","R11962","R11126"
7,"R12670","R11962","R11745"
7,"R12671","R11962","R11745"
6,"R12672","R11962","R11745"
7,"R12673","R11962","R11745"
6,"R12674","R11962","R11745"
6,"R12675","R11962","R11745"
6,"R12676","R11471","R10645"
6,"R12677","R11471","R10645"
7,"R12678","R11471","R10645"
NA,"R12679","R11471","R10645"
NA,"R12680","R10332","R10985"
6,"R12681","R10332","R10985"
7,"R12682","R10332","R10985"
6,"R12683","R10332","R10985"
6,"R12684","R10332","R10985"
7,"R12685","R10332","R10985"
6,"R12686","R10332","R10985"
7,"R12687","R10332","R10985"
7,"R12688","R11222","R11713"
6,"R12689","R11222","R11713"
7,"R12690","R11222","R11713"
5,"R12691","R11222","R11713"
6,"R12692","R11222","R11713"
6,"R12693","R10976","R10928"
6,"R12694","R10976","R10928"
6,"R12695","R10976","R10928"
6,"R12696","R10976","R10928"
NA,"R12697","R10976","R10928"
6,"R12698","R10976","R10928"
7,"R12699","R10976","R10928"
6,"R12700","R10976","R10928"
5,"R12701","R11962","R10435"
NA,"R12702","R11962","R10435"
NA,"R12703","R11962","R10435"
7,"R12704","R11962","R10435"
7,"R12705","R11962","R10435"
7,"R12706","R11222","R11080"
7,"R12707","R11222","R11080"
6,"R12708","R11222","R11080"
7,"R12709","R11222","R11080"
NA,"R12710","R11222","R11080"
7,"R12711","R11823","R11282"
7,"R12712","R11823","R11282"
6,"R12713","R11823","R11282"
7,"R12714","R11823","R11282"
7,"R12715","R11823","R11282"
6,"R12716","R11823","R11282"
NA,"R12717","R11823","R11282"
NA,"R12718","R11823","R11282"
6,"R12719","R11823","R11282"
7,"R12720","R11823","R11282"
7,"R12732","R11750","R11162"
7,"R12733","R11750","R11162"
7,"R12734","R11750","R11162"
7,"R12735","R11750","R11162"
6,"R12736","R11750","R11162"
7,"R12737","R11918","R11446"
