"dog_GenerationCoefficient","dog_InbreedingCoefficient","altDogID"
14.70069167,0.145,"R12587"
14.70069167,0.145,"R12588"
14.70069167,0.145,"R12589"
14.70069167,0.145,"R12590"
14.70069167,0.145,"R12591"
14.70069167,0.145,"R12592"
14.70069167,0.145,"R17643"
14.26949172,0.128,"R12593"
14.26949172,0.128,"R12594"
14.26949172,0.128,"R12595"
14.26949172,0.128,"R12596"
14.26949172,0.128,"R12597"
14.26949172,0.128,"R12598"
14.26949172,0.128,"R12599"
12.56516415,0.126,"R12600"
12.56516415,0.126,"R12601"
12.56516415,0.126,"R12602"
12.56516415,0.126,"R12603"
12.56516415,0.126,"R12604"
12.56516415,0.126,"R17644"
12.56516415,0.126,"R12605"
14.65353487,0.154,"R12606"
14.65353487,0.154,"R12607"
14.65353487,0.154,"R12608"
14.65353487,0.154,"R12609"
14.65353487,0.154,"R12610"
14.65353487,0.154,"R12611"
14.65353487,0.154,"R17645"
14.65353487,0.154,"R12612"
14.19068481,0.168,"R17646"
14.19068481,0.168,"R12613"
14.19068481,0.168,"R12614"
14.19068481,0.168,"R12615"
14.19068481,0.168,"R12616"
14.19068481,0.168,"R12617"
14.19068481,0.168,"R12618"
14.19068481,0.168,"R12619"
14.19068481,0.168,"R12620"
14.19068481,0.168,"R12621"
14.19068481,0.168,"R17647"
12.16075048,0.087,"R12622"
12.16075048,0.087,"R12623"
12.16075048,0.087,"R12624"
12.16075048,0.087,"R12625"
12.16075048,0.087,"R12626"
12.16075048,0.087,"R12627"
14.7503206,0.156,"R12628"
14.7503206,0.156,"R12629"
14.7503206,0.156,"R12630"
14.7503206,0.156,"R17648"
14.7503206,0.156,"R12631"
14.7503206,0.156,"R12632"
14.7503206,0.156,"R12633"
14.7503206,0.156,"R12634"
14.78151751,0.15,"R12635"
14.78151751,0.15,"R12636"
14.78151751,0.15,"R12637"
14.78151751,0.15,"R12638"
12.72424065,0.075,"R12639"
12.72424065,0.075,"R12640"
12.72424065,0.075,"R12641"
12.72424065,0.075,"R12642"
12.72424065,0.075,"R12643"
12.72424065,0.075,"R12644"
12.72424065,0.075,"R17649"
12.72424065,0.075,"R12645"
12.72424065,0.075,"R17650"
14.65287548,0.148,"R12646"
14.65287548,0.148,"R12647"
14.65287548,0.148,"R12648"
14.65287548,0.148,"R12649"
14.65287548,0.148,"R12650"
12.39945304,0.076,"R12651"
12.39945304,0.076,"R12652"
12.39945304,0.076,"R12653"
12.39945304,0.076,"R12654"
12.39945304,0.076,"R12655"
12.39945304,0.076,"R12656"
12.39945304,0.076,"R12657"
12.39945304,0.076,"R12658"
15.08517703,0.167,"R12659"
15.08517703,0.167,"R12660"
15.08517703,0.167,"R12661"
15.08517703,0.167,"R12662"
15.08517703,0.167,"R12663"
15.08517703,0.167,"R17651"
15.08517703,0.167,"R17652"
14.5975938,0.136,"R12664"
14.5975938,0.136,"R12665"
14.5975938,0.136,"R12666"
14.5975938,0.136,"R12667"
14.5975938,0.136,"R12668"
14.5975938,0.136,"R12669"
14.825766,0.143,"R12670"
14.825766,0.143,"R12671"
14.825766,0.143,"R12672"
14.825766,0.143,"R12673"
14.825766,0.143,"R17669"
14.825766,0.143,"R12674"
14.825766,0.143,"R12675"
14.87643301,0.151,"R12676"
14.87643301,0.151,"R17670"
14.87643301,0.151,"R12677"
14.87643301,0.151,"R17671"
14.87643301,0.151,"R12678"
14.87643301,0.151,"R12679"
13.93585971,0.142,"R12680"
13.93585971,0.142,"R12681"
13.93585971,0.142,"R12682"
13.93585971,0.142,"R12683"
13.93585971,0.142,"R12684"
13.93585971,0.142,"R12685"
13.93585971,0.142,"R12686"
13.93585971,0.142,"R12687"
15.01614892,0.167,"R12688"
15.01614892,0.167,"R12689"
15.01614892,0.167,"R12690"
15.01614892,0.167,"R12691"
15.01614892,0.167,"R12692"
14.01111443,0.166,"R12693"
14.01111443,0.166,"R12694"
14.01111443,0.166,"R12695"
14.01111443,0.166,"R12696"
14.01111443,0.166,"R12697"
14.01111443,0.166,"R12698"
14.01111443,0.166,"R12699"
14.01111443,0.166,"R12700"
14.35056512,0.162,"R12701"
14.35056512,0.162,"R12702"
14.35056512,0.162,"R12703"
14.35056512,0.162,"R17672"
14.35056512,0.162,"R12704"
14.35056512,0.162,"R12705"
12.6182249,0.113,"R12706"
12.6182249,0.113,"R12707"
12.6182249,0.113,"R12708"
12.6182249,0.113,"R12709"
12.6182249,0.113,"R12710"
14.95661927,0.143,"R12711"
14.95661927,0.143,"R12712"
14.95661927,0.143,"R12713"
14.95661927,0.143,"R12714"
14.95661927,0.143,"R12715"
14.95661927,0.143,"R12716"
14.95661927,0.143,"R12717"
14.95661927,0.143,"R17673"
14.95661927,0.143,"R12718"
14.95661927,0.143,"R12719"
14.95661927,0.143,"R12720"
15.15971808,0.162,"R12732"
15.15971808,0.162,"R12733"
15.15971808,0.162,"R12734"
15.15971808,0.162,"R12735"
15.15971808,0.162,"R12736"
15.07372342,0.15,"R12737"
15.07372342,0.15,"R12738"
15.07372342,0.15,"R12739"
15.07372342,0.15,"R12740"
14.26088198,0.144,"R12741"
14.26088198,0.144,"R12742"
14.26088198,0.144,"R12743"
14.26088198,0.144,"R12744"
14.26088198,0.144,"R12745"
14.26088198,0.144,"R12746"
14.26088198,0.144,"R12747"
14.26088198,0.144,"R12748"
14.26088198,0.144,"R12749"
14.26088198,0.144,"R17674"
15.15971808,0.162,"R17675"
15.21579683,0.161,"R12750"
15.21579683,0.161,"R12751"
15.21579683,0.161,"R12752"
15.21579683,0.161,"R12753"
15.21579683,0.161,"R12754"
15.21579683,0.161,"R12755"
15.21579683,0.161,"R12756"
14.3939933,0.125,"R12757"
14.3939933,0.125,"R12758"
14.3939933,0.125,"R12759"
14.3939933,0.125,"R12760"
14.3939933,0.125,"R12761"
14.3939933,0.125,"R12762"
14.3939933,0.125,"R12763"
14.99138097,0.154,"R12764"
14.84323774,0.135,"R12765"
14.84323774,0.135,"R12766"
14.84323774,0.135,"R12767"
14.84323774,0.135,"R12768"
14.55159177,0.152,"R17689"
14.55159177,0.152,"R12769"
14.55159177,0.152,"R12770"
14.55159177,0.152,"R12771"
14.55159177,0.152,"R12772"
14.55159177,0.152,"R12773"
14.36297621,0.139,"R12774"
14.36297621,0.139,"R12775"
14.36297621,0.139,"R12776"
14.36297621,0.139,"R12777"
14.36297621,0.139,"R12778"
14.36297621,0.139,"R12779"
14.36297621,0.139,"R12780"
14.36297621,0.139,"R12781"
14.36297621,0.139,"R17708"
14.34182291,0.146,"R12782"
14.34182291,0.146,"R12783"
14.34182291,0.146,"R12784"
14.34182291,0.146,"R12785"
14.34182291,0.146,"R12786"
14.34182291,0.146,"R12787"
14.34182291,0.146,"R12788"
14.81228571,0.161,"R12798"
14.81228571,0.161,"R12799"
14.81228571,0.161,"R12800"
14.81228571,0.161,"R12801"
14.81228571,0.161,"R12802"
14.81228571,0.161,"R12803"
14.81228571,0.161,"R12804"
14.81228571,0.161,"R12805"
14.81228571,0.161,"R12806"
14.81228571,0.161,"R12807"
15.0315785,0.157,"R12808"
15.0315785,0.157,"R12809"
15.0315785,0.157,"R17732"
15.0315785,0.157,"R17733"
15.0315785,0.157,"R17734"
15.0315785,0.157,"R12810"
15.0315785,0.157,"R17735"
15.0315785,0.157,"R17736"
15.0315785,0.157,"R17737"
14.81567886,0.13,"R12811"
14.81567886,0.13,"R12812"
14.81567886,0.13,"R12813"
14.81567886,0.13,"R12814"
14.81567886,0.13,"R12815"
14.81567886,0.13,"R12816"
14.81567886,0.13,"R12817"
14.81567886,0.13,"R12818"
14.81567886,0.13,"R12819"
14.81567886,0.13,"R17738"
14.95170137,0.167,"R12820"
14.95170137,0.167,"R12821"
14.95170137,0.167,"R12822"
14.95170137,0.167,"R12823"
14.95170137,0.167,"R17739"
14.95170137,0.167,"R12824"
14.95170137,0.167,"R17740"
14.95170137,0.167,"R12825"
14.67711144,0.159,"R12826"
14.67711144,0.159,"R12827"
14.67711144,0.159,"R12828"
14.67711144,0.159,"R12829"
14.67711144,0.159,"R12830"
14.67711144,0.159,"R17746"
14.67711144,0.159,"R12831"
14.67711144,0.159,"R17747"
14.67711144,0.159,"R17748"
14.67711144,0.159,"R12832"
14.67711144,0.159,"R17749"
15.55754744,0.164,"R17753"
15.55754744,0.164,"R12833"
15.55754744,0.164,"R12834"
15.55754744,0.164,"R12835"
15.55754744,0.164,"R12836"
15.55754744,0.164,"R17754"
15.10311899,0.152,"R12837"
15.10311899,0.152,"R12838"
15.10311899,0.152,"R12839"
15.10311899,0.152,"R12840"
15.10311899,0.152,"R12841"
15.10311899,0.152,"R12842"
15.10311899,0.152,"R12843"
15.10311899,0.152,"R12844"
14.93181919,0.163,"R12845"
14.68483841,0.16,"R12846"
14.68483841,0.16,"R12847"
14.68483841,0.16,"R12848"
14.68483841,0.16,"R12849"
14.68483841,0.16,"R12850"
14.68483841,0.16,"R12851"
14.68483841,0.16,"R12852"
14.68483841,0.16,"R12853"
14.68483841,0.16,"R17755"
14.68483841,0.16,"R12854"
15.40406261,0.166,"R12855"
15.40406261,0.166,"R12856"
15.40406261,0.166,"R12857"
15.40406261,0.166,"R12858"
15.09352287,0.176,"R12859"
15.09352287,0.176,"R12860"
15.09352287,0.176,"R12861"
15.09352287,0.176,"R12862"
15.09352287,0.176,"R12863"
15.09352287,0.176,"R12864"
14.4227898,0.145,"R12865"
14.4227898,0.145,"R12866"
14.4227898,0.145,"R12867"
14.4227898,0.145,"R12868"
14.4227898,0.145,"R12869"
14.4227898,0.145,"R12870"
14.4227898,0.145,"R12871"
14.4227898,0.145,"R12872"
15.09796494,0.14,"R12873"
15.09796494,0.14,"R12874"
15.09796494,0.14,"R12875"
15.09796494,0.14,"R12876"
15.09796494,0.14,"R12877"
14.92883633,0.149,"R12878"
14.92883633,0.149,"R12879"
14.92883633,0.149,"R12880"
14.92883633,0.149,"R12881"
14.92883633,0.149,"R12882"
14.92883633,0.149,"R12883"
14.92883633,0.149,"R12884"
14.92883633,0.149,"R12885"
14.92883633,0.149,"R12886"
14.92883633,0.149,"R17774"
14.18009368,0.151,"R12887"
14.18009368,0.151,"R12888"
14.18009368,0.151,"R12889"
14.18009368,0.151,"R12890"
14.18009368,0.151,"R17775"
14.18009368,0.151,"R17776"
14.57029935,0.173,"R12891"
14.57029935,0.173,"R12892"
14.57029935,0.173,"R12893"
14.57029935,0.173,"R12894"
14.57029935,0.173,"R12895"
14.57029935,0.173,"R12896"
14.76797164,0.149,"R17777"
14.76797164,0.149,"R12897"
14.76797164,0.149,"R12898"
14.76797164,0.149,"R12899"
14.76797164,0.149,"R12900"
14.76797164,0.149,"R12901"
14.76797164,0.149,"R12902"
14.62379421,0.149,"R12903"
14.62379421,0.149,"R12904"
14.62379421,0.149,"R12905"
14.62379421,0.149,"R12906"
14.62379421,0.149,"R12907"
14.62379421,0.149,"R12908"
15.18200207,0.149,"R12909"
15.18200207,0.149,"R12910"
15.18200207,0.149,"R12911"
15.18200207,0.149,"R12912"
15.18200207,0.149,"R12913"
15.18200207,0.149,"R12914"
15.18200207,0.149,"R12915"
15.18200207,0.149,"R12916"
15.18200207,0.149,"R12917"
14.92401063,0.143,"R12918"
14.92401063,0.143,"R12919"
14.92401063,0.143,"R12920"
14.92401063,0.143,"R12921"
14.92401063,0.143,"R12922"
14.92401063,0.143,"R12923"
14.92401063,0.143,"R12924"
14.92401063,0.143,"R12925"
15.57428835,0.164,"R12926"
15.57428835,0.164,"R12927"
15.57428835,0.164,"R12928"
15.57428835,0.164,"R17790"
15.57428835,0.164,"R12929"
15.57428835,0.164,"R12930"
15.57428835,0.164,"R12931"
15.57428835,0.164,"R12932"
15.57428835,0.164,"R12933"
15.57428835,0.164,"R12934"
15.57428835,0.164,"R12935"
10.65635958,0.009,"R12936"
10.65635958,0.009,"R12937"
10.65635958,0.009,"R12938"
10.65635958,0.009,"R12939"
10.65635958,0.009,"R12940"
10.65635958,0.009,"R12941"
10.65635958,0.009,"R12942"
10.65635958,0.009,"R12943"
10.65635958,0.009,"R12944"
14.63849507,0.156,"R12945"
14.63849507,0.156,"R12946"
14.63849507,0.156,"R12947"
14.63849507,0.156,"R12948"
14.63849507,0.156,"R12949"
14.63849507,0.156,"R12950"
14.63849507,0.156,"R12951"
14.63849507,0.156,"R12952"
14.87091742,0.135,"R12953"
14.87091742,0.135,"R12954"
14.87091742,0.135,"R12955"
14.87091742,0.135,"R12956"
14.87091742,0.135,"R12957"
14.87091742,0.135,"R12958"
14.87091742,0.135,"R12959"
14.87091742,0.135,"R17801"
14.87091742,0.135,"R17802"
14.37494661,0.129,"R12960"
14.37494661,0.129,"R12961"
14.37494661,0.129,"R12962"
14.37494661,0.129,"R12963"
14.37494661,0.129,"R12964"
14.37494661,0.129,"R12965"
14.37494661,0.129,"R12966"
14.79009084,0.147,"R12967"
14.79009084,0.147,"R12968"
14.79009084,0.147,"R12969"
14.79009084,0.147,"R12970"
14.79009084,0.147,"R12971"
14.79009084,0.147,"R12972"
14.79009084,0.147,"R12973"
14.79009084,0.147,"R17803"
14.81567886,0.13,"R12974"
14.81567886,0.13,"R12975"
14.81567886,0.13,"R12976"
14.81567886,0.13,"R12977"
14.81567886,0.13,"R12978"
14.81567886,0.13,"R12979"
14.81567886,0.13,"R12980"
14.81567886,0.13,"R12981"
14.81567886,0.13,"R12982"
14.81567886,0.13,"R12983"
14.47991599,0.133,"R12984"
14.47991599,0.133,"R12985"
14.47991599,0.133,"R12986"
14.47991599,0.133,"R12987"
14.47991599,0.133,"R12988"
14.47991599,0.133,"R12989"
14.47991599,0.133,"R12990"
14.47991599,0.133,"R12991"
15.39968771,0.159,"R12992"
15.39968771,0.159,"R12993"
15.39968771,0.159,"R12994"
15.39968771,0.159,"R12995"
15.39968771,0.159,"R12996"
15.39968771,0.159,"R12997"
15.39968771,0.159,"R12998"
14.34182291,0.146,"R12999"
14.34182291,0.146,"R13000"
14.34182291,0.146,"R13001"
14.34182291,0.146,"R13002"
14.34182291,0.146,"R13003"
14.34182291,0.146,"R13004"
14.34182291,0.146,"R13005"
14.34182291,0.146,"R13006"
14.34182291,0.146,"R17824"
14.72106273,0.15,"R13007"
14.72106273,0.15,"R13008"
14.72106273,0.15,"R13009"
14.72106273,0.15,"R13010"
14.72106273,0.15,"R13011"
14.72106273,0.15,"R13012"
14.72106273,0.15,"R13013"
9.628607407,0.002,"R13014"
9.628607407,0.002,"R13015"
9.628607407,0.002,"R13016"
9.628607407,0.002,"R13017"
9.628607407,0.002,"R13018"
9.628607407,0.002,"R13019"
9.628607407,0.002,"R13020"
9.628607407,0.002,"R13021"
9.628607407,0.002,"R17825"
9.628607407,0.002,"R17826"
10.42503602,0.006,"R13022"
10.42503602,0.006,"R13023"
10.42503602,0.006,"R13024"
10.42503602,0.006,"R13025"
14.68975291,0.142,"R13026"
14.68975291,0.142,"R13027"
14.68975291,0.142,"R13028"
14.68975291,0.142,"R13029"
14.68975291,0.142,"R13030"
14.68975291,0.142,"R13031"
14.68975291,0.142,"R13032"
14.68975291,0.142,"R17833"
14.68975291,0.142,"R17834"
9.926971391,0.002,"R13033"
9.926971391,0.002,"R13034"
9.926971391,0.002,"R13035"
9.926971391,0.002,"R13036"
9.926971391,0.002,"R13037"
9.926971391,0.002,"R13038"
9.926971391,0.002,"R13039"
9.926971391,0.002,"R13040"
9.926971391,0.002,"R13041"
14.72663042,0.161,"R13042"
14.72663042,0.161,"R17835"
14.72663042,0.161,"R13043"
14.72663042,0.161,"R13044"
14.72663042,0.161,"R13045"
14.72663042,0.161,"R17836"
14.410196,0.132,"R13046"
14.410196,0.132,"R13047"
14.410196,0.132,"R13048"
14.410196,0.132,"R13049"
14.410196,0.132,"R13050"
14.35485052,0.15,"R13051"
14.35485052,0.15,"R13052"
14.35485052,0.15,"R13053"
14.35485052,0.15,"R13054"
14.35485052,0.15,"R13055"
14.35485052,0.15,"R13056"
14.35485052,0.15,"R13057"
14.35485052,0.15,"R13058"
15.55344957,0.183,"R17838"
15.55344957,0.183,"R17839"
15.55344957,0.183,"R13059"
15.55344957,0.183,"R13060"
14.71587896,0.165,"R13061"
14.71587896,0.165,"R13062"
14.71587896,0.165,"R13063"
14.71587896,0.165,"R13064"
14.31136265,0.126,"R13065"
14.31136265,0.126,"R13066"
14.31136265,0.126,"R13067"
14.31136265,0.126,"R13068"
14.31136265,0.126,"R13069"
14.31136265,0.126,"R13070"
14.31136265,0.126,"R13071"
14.96844228,0.127,"R13072"
14.96844228,0.127,"R13073"
14.96844228,0.127,"R13074"
14.96844228,0.127,"R17849"
14.96844228,0.127,"R13075"
14.96844228,0.127,"R13076"
14.96844228,0.127,"R13077"
14.96844228,0.127,"R17850"
14.96844228,0.127,"R17851"
13.10730574,0.094,"R13078"
13.10730574,0.094,"R13079"
13.10730574,0.094,"R13080"
13.10730574,0.094,"R13081"
13.10730574,0.094,"R13082"
13.05819273,0.098,"R13083"
13.05819273,0.098,"R17852"
13.05819273,0.098,"R13084"
13.05819273,0.098,"R17853"
13.05819273,0.098,"R17854"
14.95893451,0.14,"R13085"
14.95893451,0.14,"R13086"
14.95893451,0.14,"R13087"
14.95893451,0.14,"R13088"
14.95893451,0.14,"R13089"
14.95893451,0.14,"R13090"
14.95893451,0.14,"R13091"
14.95893451,0.14,"R13092"
14.95893451,0.14,"R17855"
14.60637184,0.15,"R17856"
14.60637184,0.15,"R13093"
14.60637184,0.15,"R17857"
14.60637184,0.15,"R13094"
14.60637184,0.15,"R13095"
14.60637184,0.15,"R13096"
14.60637184,0.15,"R13097"
14.60637184,0.15,"R13098"
14.60637184,0.15,"R13099"
14.60637184,0.15,"R13100"
15.10183134,0.137,"R13107"
15.10183134,0.137,"R13108"
14.81246021,0.169,"R13101"
14.81246021,0.169,"R13102"
14.81246021,0.169,"R13103"
14.81246021,0.169,"R17858"
14.81246021,0.169,"R13104"
14.81246021,0.169,"R13105"
14.81246021,0.169,"R13106"
14.81246021,0.169,"R17859"
16.02338853,0.169,"R13109"
16.02338853,0.169,"R13110"
16.02338853,0.169,"R17860"
16.02338853,0.169,"R13111"
16.02338853,0.169,"R13112"
16.02338853,0.169,"R13113"
16.02338853,0.169,"R13114"
16.02338853,0.169,"R13115"
16.02338853,0.169,"R17861"
14.8845382,0.166,"R13116"
14.8845382,0.166,"R17862"
14.8845382,0.166,"R13117"
14.8845382,0.166,"R13118"
14.8845382,0.166,"R13119"
14.8845382,0.166,"R13120"
14.8845382,0.166,"R13121"
14.8845382,0.166,"R13122"
14.8845382,0.166,"R13123"
14.59885736,0.134,"R13124"
14.59885736,0.134,"R13125"
14.59885736,0.134,"R13126"
14.59885736,0.134,"R13127"
14.59885736,0.134,"R13128"
14.59885736,0.134,"R13129"
14.59885736,0.134,"R13130"
15.1060788,0.163,"R13131"
15.1060788,0.163,"R13132"
15.1060788,0.163,"R13133"
15.1060788,0.163,"R13134"
15.1060788,0.163,"R13135"
15.48210616,0.167,"R17863"
15.48210616,0.167,"R13144"
15.48210616,0.167,"R13145"
15.48210616,0.167,"R13146"
15.48210616,0.167,"R13147"
15.48210616,0.167,"R13148"
15.48210616,0.167,"R13149"
15.48210616,0.167,"R13150"
12.44046356,0.069,"R13136"
12.44046356,0.069,"R13137"
12.44046356,0.069,"R13138"
12.44046356,0.069,"R13139"
12.44046356,0.069,"R13140"
12.44046356,0.069,"R13141"
12.44046356,0.069,"R13142"
12.44046356,0.069,"R13143"
12.44046356,0.069,"R17864"
13.02918872,0.103,"R13151"
13.02918872,0.103,"R13152"
13.02918872,0.103,"R13153"
13.02918872,0.103,"R13154"
13.02918872,0.103,"R13155"
13.02918872,0.103,"R13156"
14.89091035,0.157,"R13157"
14.89091035,0.157,"R13158"
14.89091035,0.157,"R13159"
14.89091035,0.157,"R13160"
14.89091035,0.157,"R13161"
14.89091035,0.157,"R13162"
14.89091035,0.157,"R13163"
14.89091035,0.157,"R13164"
15.82220069,0.166,"R13165"
15.82220069,0.166,"R13166"
15.82220069,0.166,"R13167"
10.19801523,0.002,"R13168"
12.54988306,0.062,"R13169"
12.54988306,0.062,"R13170"
12.54988306,0.062,"R13171"
12.54988306,0.062,"R13172"
12.54988306,0.062,"R13173"
12.54988306,0.062,"R13174"
12.54988306,0.062,"R13175"
12.54988306,0.062,"R13176"
12.54988306,0.062,"R13177"
15.33693907,0.167,"R13178"
15.33693907,0.167,"R13179"
15.33693907,0.167,"R13180"
15.33693907,0.167,"R13181"
15.33693907,0.167,"R13182"
15.33693907,0.167,"R13183"
15.33693907,0.167,"R13184"
15.33693907,0.167,"R13185"
15.33693907,0.167,"R13186"
15.33693907,0.167,"R13187"
15.33693907,0.167,"R13188"
15.49168824,0.167,"R13189"
15.49168824,0.167,"R13190"
15.49168824,0.167,"R13191"
15.49168824,0.167,"R13192"
15.49168824,0.167,"R13193"
15.49168824,0.167,"R13194"
15.49168824,0.167,"R13195"
15.49168824,0.167,"R13196"
15.49168824,0.167,"R13197"
15.02897321,0.144,"R13198"
15.02897321,0.144,"R13199"
15.02897321,0.144,"R13200"
15.02897321,0.144,"R17865"
15.02897321,0.144,"R17866"
15.02897321,0.144,"R13201"
15.02897321,0.144,"R13202"
15.02897321,0.144,"R17867"
15.02897321,0.144,"R13203"
15.02897321,0.144,"R13204"
15.02897321,0.144,"R13205"
13.87927423,0.111,"R13206"
13.87927423,0.111,"R13207"
13.87927423,0.111,"R13208"
13.87927423,0.111,"R13209"
15.5627843,0.172,"R13210"
15.5627843,0.172,"R13211"
15.5627843,0.172,"R13212"
15.5627843,0.172,"R13213"
15.5627843,0.172,"R13214"
15.5627843,0.172,"R13215"
15.5627843,0.172,"R13216"
10.81331474,0.012,"R13217"
10.81331474,0.012,"R13218"
10.81331474,0.012,"R13219"
10.81331474,0.012,"R13220"
10.81331474,0.012,"R13221"
10.81331474,0.012,"R13222"
10.81331474,0.012,"R13223"
10.81331474,0.012,"R13224"
10.81331474,0.012,"R13225"
10.81331474,0.012,"R17868"
10.70609643,0.011,"R13226"
10.70609643,0.011,"R13227"
10.70609643,0.011,"R13228"
10.70609643,0.011,"R13229"
10.70609643,0.011,"R13230"
10.70609643,0.011,"R13231"
10.70609643,0.011,"R13232"
10.70609643,0.011,"R13233"
10.70609643,0.011,"R13234"
15.12501443,0.152,"R13235"
14.7349836,0.136,"R13236"
15.12501443,0.152,"R13237"
15.12501443,0.152,"R13238"
15.12501443,0.152,"R13239"
15.12501443,0.152,"R13240"
15.12501443,0.152,"R13241"
15.12501443,0.152,"R13242"
15.12501443,0.152,"R17869"
15.12501443,0.152,"R13243"
15.12501443,0.152,"R13244"
15.54773683,0.162,"R13245"
15.54773683,0.162,"R13246"
15.54773683,0.162,"R13247"
15.54773683,0.162,"R13248"
15.54773683,0.162,"R13249"
15.54773683,0.162,"R17870"
15.54773683,0.162,"R17871"
15.54773683,0.162,"R13250"
14.0601692,0.101,"R13251"
14.0601692,0.101,"R13252"
14.0601692,0.101,"R13253"
14.0601692,0.101,"R13254"
14.0601692,0.101,"R13255"
14.0601692,0.101,"R13256"
14.0601692,0.101,"R13257"
14.0601692,0.101,"R17872"
15.67770728,0.162,"R17873"
15.67770728,0.162,"R13258"
15.67770728,0.162,"R17874"
15.67770728,0.162,"R13259"
15.67770728,0.162,"R13260"
15.67770728,0.162,"R17875"
15.67770728,0.162,"R13261"
15.67770728,0.162,"R13262"
15.09680983,0.132,"R13263"
15.09680983,0.132,"R13264"
15.09680983,0.132,"R13265"
15.09680983,0.132,"R13266"
15.09680983,0.132,"R13267"
15.09680983,0.132,"R13268"
10.34820101,0.009,"R13269"
10.34820101,0.009,"R13270"
10.34820101,0.009,"R13271"
10.34820101,0.009,"R13272"
10.34820101,0.009,"R13273"
10.34820101,0.009,"R13274"
10.34820101,0.009,"R13275"
16.02338853,0.169,"R17876"
16.02338853,0.169,"R13276"
16.02338853,0.169,"R13277"
16.02338853,0.169,"R13278"
16.02338853,0.169,"R13279"
16.02338853,0.169,"R13280"
16.02338853,0.169,"R13281"
16.02338853,0.169,"R13282"
16.02338853,0.169,"R13283"
16.02338853,0.169,"R17877"
10.58953577,0.009,"R13284"
10.58953577,0.009,"R13285"
10.58953577,0.009,"R13286"
10.58953577,0.009,"R13287"
10.58953577,0.009,"R13288"
14.62611809,0.139,"R13289"
14.62611809,0.139,"R13290"
14.62611809,0.139,"R13291"
14.62611809,0.139,"R13292"
14.62611809,0.139,"R13293"
14.25174178,0.12,"R13294"
14.25174178,0.12,"R13295"
14.25174178,0.12,"R13296"
14.25174178,0.12,"R13297"
14.25174178,0.12,"R13298"
14.25174178,0.12,"R13299"
14.25174178,0.12,"R13300"
14.25174178,0.12,"R13301"
15.05230912,0.144,"R13302"
15.05230912,0.144,"R13303"
15.05230912,0.144,"R13304"
15.05230912,0.144,"R13305"
15.05230912,0.144,"R13306"
15.05230912,0.144,"R13307"
15.05230912,0.144,"R17878"
15.05230912,0.144,"R13308"
15.05230912,0.144,"R13309"
15.05230912,0.144,"R13310"
15.05230912,0.144,"R13311"
15.05230912,0.144,"R13312"
14.6587237,0.139,"R13313"
14.6587237,0.139,"R13314"
14.6587237,0.139,"R13315"
14.6587237,0.139,"R13316"
14.6587237,0.139,"R13317"
14.40180367,0.123,"R13318"
14.40180367,0.123,"R13319"
14.40180367,0.123,"R13320"
14.40180367,0.123,"R13321"
14.40180367,0.123,"R13322"
14.40180367,0.123,"R13323"
14.40180367,0.123,"R13324"
14.3939933,0.125,"R13325"
14.3939933,0.125,"R13326"
14.3939933,0.125,"R13327"
14.3939933,0.125,"R13328"
14.3939933,0.125,"R13329"
14.3939933,0.125,"R13330"
9.759929091,0.001,"R13331"
9.759929091,0.001,"R13332"
9.759929091,0.001,"R13333"
9.759929091,0.001,"R13334"
9.759929091,0.001,"R13335"
9.759929091,0.001,"R13336"
9.759929091,0.001,"R13337"
15.33733684,0.152,"R13339"
15.33733684,0.152,"R13340"
15.33733684,0.152,"R17879"
15.33733684,0.152,"R13341"
15.33733684,0.152,"R13342"
15.33733684,0.152,"R17880"
15.33733684,0.152,"R17881"
15.33733684,0.152,"R17882"
15.33733684,0.152,"R17883"
10.32934617,0.006,"R13343"
10.32934617,0.006,"R13344"
10.32934617,0.006,"R13345"
10.32934617,0.006,"R13346"
10.32934617,0.006,"R13347"
14.34660713,0.145,"R17885"
14.34660713,0.145,"R13348"
14.34660713,0.145,"R13349"
14.34660713,0.145,"R13350"
14.34660713,0.145,"R13351"
14.34660713,0.145,"R13352"
14.34660713,0.145,"R13353"
14.34660713,0.145,"R13354"
14.90766584,0.152,"R13355"
14.90766584,0.152,"R13356"
14.90766584,0.152,"R13357"
14.90766584,0.152,"R13358"
14.90766584,0.152,"R13359"
14.90766584,0.152,"R13360"
14.90766584,0.152,"R13361"
14.90766584,0.152,"R13362"
15.14745498,0.153,"R13363"
15.14745498,0.153,"R13364"
15.14745498,0.153,"R17886"
15.14745498,0.153,"R13365"
15.14745498,0.153,"R13366"
15.14745498,0.153,"R13367"
15.14745498,0.153,"R13368"
15.14745498,0.153,"R13369"
15.14745498,0.153,"R13370"
14.52687117,0.139,"R13371"
14.52687117,0.139,"R13372"
14.52687117,0.139,"R17887"
14.52687117,0.139,"R17888"
14.52687117,0.139,"R13373"
14.52687117,0.139,"R13374"
14.52687117,0.139,"R13375"
14.52687117,0.139,"R13376"
14.52687117,0.139,"R13377"
13.40235326,0.102,"R13378"
13.40235326,0.102,"R13379"
13.40235326,0.102,"R13380"
13.40235326,0.102,"R13381"
13.40235326,0.102,"R13382"
13.40235326,0.102,"R13383"
13.40235326,0.102,"R13384"
10.76391542,0.01,"R13385"
10.76391542,0.01,"R13386"
10.76391542,0.01,"R13387"
10.76391542,0.01,"R13388"
10.76391542,0.01,"R13389"
