"dog_GenerationCoefficient","dog_InbreedingCoefficient","altDogID"
11.95309544,0.113,"R15964"
11.95309544,0.113,"R15965"
11.95309544,0.113,"R15966"
11.95309544,0.113,"R15967"
11.8667264,0.084,"R8521"
11.8667264,0.084,"R8522"
11.8667264,0.084,"R8523"
11.8667264,0.084,"R8524"
11.8667264,0.084,"R8525"
11.8667264,0.084,"R8526"
11.8667264,0.084,"R8527"
11.8667264,0.084,"R8528"
11.83088779,0.12,"R8529"
11.83088779,0.12,"R8530"
11.83088779,0.12,"R8531"
11.83088779,0.12,"R8532"
11.83088779,0.12,"R8533"
11.83088779,0.12,"R8534"
11.83088779,0.12,"R8535"
11.62099195,0.076,"R8536"
11.62099195,0.076,"R15978"
11.62099195,0.076,"R8537"
11.62099195,0.076,"R8538"
11.62099195,0.076,"R8539"
11.17907381,0.092,"R8540"
11.17907381,0.092,"R8541"
11.17907381,0.092,"R8542"
11.17907381,0.092,"R8543"
11.17907381,0.092,"R8544"
11.17907381,0.092,"R8545"
11.17907381,0.092,"R15979"
11.17907381,0.092,"R15980"
11.17907381,0.092,"R15981"
11.73639631,0.099,"R8546"
11.73639631,0.099,"R8547"
11.73639631,0.099,"R8548"
11.73639631,0.099,"R8549"
11.73639631,0.099,"R8550"
11.73639631,0.099,"R8551"
11.73639631,0.099,"R8552"
11.73639631,0.099,"R8553"
11.73639631,0.099,"R15984"
11.73639631,0.099,"R8554"
12.06519437,0.162,"R8555"
12.06519437,0.162,"R8556"
12.06519437,0.162,"R8557"
12.06519437,0.162,"R8558"
12.06519437,0.162,"R8559"
12.06519437,0.162,"R8560"
12.06519437,0.162,"R8561"
12.06519437,0.162,"R8562"
10.21835661,0.059,"R8563"
10.21835661,0.059,"R8564"
10.21835661,0.059,"R8565"
10.21835661,0.059,"R8566"
10.21835661,0.059,"R15985"
10.21835661,0.059,"R8567"
10.21835661,0.059,"R8568"
10.21835661,0.059,"R8569"
10.21835661,0.059,"R8570"
10.21835661,0.059,"R8571"
8.869282722,0.017,"R8572"
8.869282722,0.017,"R8573"
8.869282722,0.017,"R8574"
8.869282722,0.017,"R8575"
8.869282722,0.017,"R8576"
8.869282722,0.017,"R8577"
8.869282722,0.017,"R15986"
8.869282722,0.017,"R8578"
8.869282722,0.017,"R15987"
10.49153924,0.067,"R8579"
10.49153924,0.067,"R8580"
10.49153924,0.067,"R8581"
10.49153924,0.067,"R8582"
10.49153924,0.067,"R8583"
10.49153924,0.067,"R8584"
10.49153924,0.067,"R8585"
10.49153924,0.067,"R8586"
12.14636564,0.136,"R8587"
12.14636564,0.136,"R8588"
12.14636564,0.136,"R8589"
12.14636564,0.136,"R8590"
12.14636564,0.136,"R8591"
12.14636564,0.136,"R8592"
12.14636564,0.136,"R8593"
11.97835231,0.12,"R8594"
11.97835231,0.12,"R8595"
11.97835231,0.12,"R8596"
11.97835231,0.12,"R8597"
11.97835231,0.12,"R8598"
11.97835231,0.12,"R15989"
11.97835231,0.12,"R8599"
11.97835231,0.12,"R8600"
11.97835231,0.12,"R8601"
11.97835231,0.12,"R8602"
11.97835231,0.12,"R8603"
11.97835231,0.12,"R8604"
11.31767988,0.138,"R8605"
11.31767988,0.138,"R8606"
11.31767988,0.138,"R8607"
11.31767988,0.138,"R8608"
11.31767988,0.138,"R8609"
11.31767988,0.138,"R8610"
11.31767988,0.138,"R8611"
11.6540997,0.117,"R15990"
11.6540997,0.117,"R8612"
11.6540997,0.117,"R8613"
11.6540997,0.117,"R8614"
11.6540997,0.117,"R8615"
11.6540997,0.117,"R8616"
11.6540997,0.117,"R8617"
11.6540997,0.117,"R8618"
11.6540997,0.117,"R8619"
11.6540997,0.117,"R8620"
11.6540997,0.117,"R15991"
11.6540997,0.117,"R15992"
11.91146684,0.109,"R8621"
11.91146684,0.109,"R8622"
11.91146684,0.109,"R8623"
11.91146684,0.109,"R8624"
11.91146684,0.109,"R8625"
11.91146684,0.109,"R8626"
11.91146684,0.109,"R8627"
11.91146684,0.109,"R8628"
11.91146684,0.109,"R8629"
11.91146684,0.109,"R8630"
11.91146684,0.109,"R8631"
11.91146684,0.109,"R15993"
11.91146684,0.109,"R8632"
11.55593777,0.111,"R8633"
11.55593777,0.111,"R8634"
11.55593777,0.111,"R8635"
11.55593777,0.111,"R8636"
11.55593777,0.111,"R8637"
11.55593777,0.111,"R8638"
11.3933363,0.098,"R8639"
11.3933363,0.098,"R8640"
11.3933363,0.098,"R8641"
11.3933363,0.098,"R16003"
11.3933363,0.098,"R8642"
11.3933363,0.098,"R8643"
11.3933363,0.098,"R8644"
11.3933363,0.098,"R8645"
12.03120446,0.117,"R8646"
12.03120446,0.117,"R8647"
12.03120446,0.117,"R8648"
12.03120446,0.117,"R8649"
12.03120446,0.117,"R8650"
12.03120446,0.117,"R8651"
10.4252944,0.062,"R8652"
10.4252944,0.062,"R8653"
10.4252944,0.062,"R8654"
10.4252944,0.062,"R8655"
10.4252944,0.062,"R16004"
10.4252944,0.062,"R8656"
10.4252944,0.062,"R8657"
10.4252944,0.062,"R8658"
10.4252944,0.062,"R8659"
10.4252944,0.062,"R16005"
10.4252944,0.062,"R8660"
10.4252944,0.062,"R8661"
12.02139854,0.116,"R8662"
12.02139854,0.116,"R8663"
12.02139854,0.116,"R8664"
12.02139854,0.116,"R8665"
12.02139854,0.116,"R8666"
12.02139854,0.116,"R16006"
12.02139854,0.116,"R8667"
12.02139854,0.116,"R8668"
9.845399857,0.056,"R8669"
9.845399857,0.056,"R8670"
9.845399857,0.056,"R8671"
9.845399857,0.056,"R8672"
9.845399857,0.056,"R8673"
9.845399857,0.056,"R8674"
9.845399857,0.056,"R8675"
9.845399857,0.056,"R8676"
9.845399857,0.056,"R8677"
9.845399857,0.056,"R8678"
12.01680207,0.101,"R8679"
12.01680207,0.101,"R8680"
12.01680207,0.101,"R8681"
12.01680207,0.101,"R8682"
12.01680207,0.101,"R8683"
12.01680207,0.101,"R8684"
12.01680207,0.101,"R8685"
12.01680207,0.101,"R8686"
11.28071618,0.093,"R8687"
11.28071618,0.093,"R16007"
11.28071618,0.093,"R8688"
11.28071618,0.093,"R8689"
11.28071618,0.093,"R8690"
11.28071618,0.093,"R8691"
11.28071618,0.093,"R8692"
11.28071618,0.093,"R8693"
11.38675523,0.119,"R8694"
11.38675523,0.119,"R8695"
11.38675523,0.119,"R8696"
11.38675523,0.119,"R8697"
11.38675523,0.119,"R16010"
11.38675523,0.119,"R8698"
11.38675523,0.119,"R16011"
11.38675523,0.119,"R8699"
11.38675523,0.119,"R8700"
11.71332264,0.098,"R8701"
11.71332264,0.098,"R16012"
11.71332264,0.098,"R16013"
11.71332264,0.098,"R16014"
11.71332264,0.098,"R16015"
11.71332264,0.098,"R8702"
11.71332264,0.098,"R8703"
11.71332264,0.098,"R8704"
11.71332264,0.098,"R16016"
11.71332264,0.098,"R8705"
11.6046412,0.135,"R8706"
11.6046412,0.135,"R8707"
11.6046412,0.135,"R8708"
11.6046412,0.135,"R8709"
11.6046412,0.135,"R8710"
11.6046412,0.135,"R8711"
11.6046412,0.135,"R8712"
11.6046412,0.135,"R16017"
11.6046412,0.135,"R16018"
11.33893061,0.084,"R8713"
11.33893061,0.084,"R8714"
11.33893061,0.084,"R8715"
11.33893061,0.084,"R8716"
11.33893061,0.084,"R8717"
11.33893061,0.084,"R8718"
11.33893061,0.084,"R8719"
11.33893061,0.084,"R8720"
12.29147172,0.104,"R8721"
12.29147172,0.104,"R16019"
12.29147172,0.104,"R8722"
12.29147172,0.104,"R8723"
12.29147172,0.104,"R8724"
12.29147172,0.104,"R8725"
12.29147172,0.104,"R16020"
12.29147172,0.104,"R16021"
11.89855313,0.135,"R8726"
11.89855313,0.135,"R8727"
11.89855313,0.135,"R8728"
11.89855313,0.135,"R16022"
11.89855313,0.135,"R8729"
11.89855313,0.135,"R8730"
11.89855313,0.135,"R8731"
12.13018394,0.104,"R8732"
12.13018394,0.104,"R8733"
12.13018394,0.104,"R8734"
12.13018394,0.104,"R16031"
12.13018394,0.104,"R8735"
12.13018394,0.104,"R8736"
12.13018394,0.104,"R16032"
12.13018394,0.104,"R16033"
12.13018394,0.104,"R8737"
12.13018394,0.104,"R8738"
12.13018394,0.104,"R16034"
12.14059305,0.133,"R8739"
12.14059305,0.133,"R8740"
12.14059305,0.133,"R8741"
12.14059305,0.133,"R16035"
12.14059305,0.133,"R8742"
12.14059305,0.133,"R8743"
12.14059305,0.133,"R8744"
12.14059305,0.133,"R8745"
12.14059305,0.133,"R8746"
12.15789771,0.111,"R8747"
12.15789771,0.111,"R8748"
12.15789771,0.111,"R8749"
12.15789771,0.111,"R8750"
12.15789771,0.111,"R8751"
12.15789771,0.111,"R8752"
12.15789771,0.111,"R8753"
12.15789771,0.111,"R8754"
12.15789771,0.111,"R8755"
12.15789771,0.111,"R16036"
7.249938488,0,"R8757"
7.249938488,0,"R8758"
7.249938488,0,"R8759"
7.249938488,0,"R8760"
7.249938488,0,"R8761"
7.249938488,0,"R8762"
7.249938488,0,"R8763"
7.249938488,0,"R8764"
7.249938488,0,"R16038"
11.92150545,0.112,"R8765"
11.92150545,0.112,"R8766"
11.92150545,0.112,"R8767"
11.92150545,0.112,"R8768"
11.92150545,0.112,"R8769"
11.92150545,0.112,"R8770"
11.92150545,0.112,"R8771"
11.92150545,0.112,"R8772"
11.92150545,0.112,"R16041"
11.92150545,0.112,"R8773"
11.92150545,0.112,"R8774"
11.37693882,0.142,"R8775"
11.37693882,0.142,"R8776"
11.37693882,0.142,"R8777"
11.37693882,0.142,"R8778"
11.37693882,0.142,"R8779"
11.37693882,0.142,"R8780"
11.37693882,0.142,"R8781"
11.37693882,0.142,"R8782"
11.37693882,0.142,"R8783"
11.34365869,0.098,"R16042"
11.34365869,0.098,"R8784"
11.34365869,0.098,"R8785"
11.34365869,0.098,"R8786"
11.34365869,0.098,"R16043"
11.34365869,0.098,"R8787"
11.34365869,0.098,"R8788"
11.34365869,0.098,"R8789"
11.34365869,0.098,"R8790"
11.34365869,0.098,"R16044"
11.95375633,0.135,"R8791"
11.95375633,0.135,"R8792"
11.95375633,0.135,"R8793"
11.95375633,0.135,"R8794"
11.95375633,0.135,"R8795"
11.95375633,0.135,"R8796"
11.95375633,0.135,"R16045"
11.95375633,0.135,"R8797"
12.06519437,0.162,"R8798"
12.06519437,0.162,"R8799"
12.06519437,0.162,"R8800"
12.06519437,0.162,"R8801"
12.06519437,0.162,"R8802"
12.06519437,0.162,"R8803"
12.06519437,0.162,"R8804"
12.06519437,0.162,"R8805"
12.06519437,0.162,"R8806"
11.74474645,0.119,"R8807"
11.74474645,0.119,"R8808"
11.74474645,0.119,"R8809"
11.74474645,0.119,"R8810"
11.74474645,0.119,"R8811"
11.74474645,0.119,"R16047"
12.17453742,0.128,"R8812"
12.17453742,0.128,"R8813"
12.17453742,0.128,"R8814"
12.17453742,0.128,"R8815"
12.17453742,0.128,"R8816"
12.17453742,0.128,"R8817"
12.17453742,0.128,"R8818"
12.17453742,0.128,"R8819"
12.17453742,0.128,"R8820"
12.20340419,0.151,"R8821"
12.20340419,0.151,"R8822"
12.20340419,0.151,"R8823"
12.20340419,0.151,"R8824"
11.6540997,0.117,"R8825"
11.6540997,0.117,"R8826"
11.6540997,0.117,"R8827"
11.6540997,0.117,"R8828"
11.6540997,0.117,"R8829"
11.6540997,0.117,"R8830"
11.6540997,0.117,"R8831"
11.6540997,0.117,"R8832"
11.6540997,0.117,"R8833"
10.44617724,0.061,"R8834"
10.44617724,0.061,"R8835"
10.44617724,0.061,"R8836"
10.44617724,0.061,"R8837"
10.44617724,0.061,"R8838"
10.44617724,0.061,"R8839"
10.44617724,0.061,"R8840"
10.44617724,0.061,"R8841"
9.701939583,0.014,"R8842"
9.701939583,0.014,"R8843"
9.701939583,0.014,"R8844"
9.701939583,0.014,"R8845"
9.701939583,0.014,"R8846"
9.701939583,0.014,"R8847"
9.701939583,0.014,"R8848"
9.701939583,0.014,"R8849"
12.13018394,0.104,"R8850"
12.13018394,0.104,"R8851"
12.13018394,0.104,"R16048"
12.13018394,0.104,"R8852"
12.13018394,0.104,"R16049"
12.13018394,0.104,"R8853"
12.13018394,0.104,"R8854"
12.13018394,0.104,"R8855"
12.13018394,0.104,"R8856"
12.59543252,0.153,"R8857"
12.59543252,0.153,"R8858"
12.59543252,0.153,"R8859"
12.59543252,0.153,"R8860"
12.59543252,0.153,"R8861"
12.59543252,0.153,"R8862"
12.59543252,0.153,"R8863"
11.94189501,0.168,"R8864"
11.94189501,0.168,"R16050"
11.94189501,0.168,"R8865"
11.94189501,0.168,"R8866"
11.94189501,0.168,"R8867"
11.82607007,0.107,"R8868"
11.82607007,0.107,"R8869"
11.82607007,0.107,"R8870"
11.82607007,0.107,"R8871"
11.82607007,0.107,"R8872"
11.82607007,0.107,"R8873"
11.82607007,0.107,"R16059"
11.22736812,0.078,"R16060"
12.23108673,0.116,"R8874"
12.23108673,0.116,"R8875"
12.23108673,0.116,"R8876"
12.23108673,0.116,"R8877"
12.23108673,0.116,"R8878"
12.23108673,0.116,"R8879"
12.23108673,0.116,"R16068"
12.23108673,0.116,"R8880"
12.23108673,0.116,"R8881"
11.94039989,0.169,"R8882"
11.94039989,0.169,"R16096"
11.94039989,0.169,"R8883"
11.94039989,0.169,"R8884"
11.94039989,0.169,"R8885"
11.94039989,0.169,"R8886"
11.94039989,0.169,"R8887"
11.55642939,0.088,"R8888"
11.55642939,0.088,"R8889"
11.55642939,0.088,"R8890"
11.55642939,0.088,"R8891"
11.55642939,0.088,"R8892"
11.55642939,0.088,"R8893"
11.55642939,0.088,"R16103"
11.55642939,0.088,"R16104"
11.55642939,0.088,"R8894"
12.03120446,0.117,"R16105"
12.03120446,0.117,"R8895"
12.03120446,0.117,"R8896"
12.03120446,0.117,"R8897"
12.03120446,0.117,"R8898"
12.03120446,0.117,"R8899"
12.03120446,0.117,"R8900"
12.03120446,0.117,"R8901"
12.03120446,0.117,"R8902"
12.49055433,0.125,"R16106"
12.30579996,0.12,"R8903"
12.30579996,0.12,"R8904"
12.30579996,0.12,"R16107"
12.30579996,0.12,"R8905"
12.30579996,0.12,"R8906"
12.30579996,0.12,"R8907"
11.81890202,0.127,"R8908"
11.81890202,0.127,"R8909"
11.81890202,0.127,"R8910"
11.81890202,0.127,"R8911"
11.81890202,0.127,"R8912"
11.81890202,0.127,"R8913"
11.81890202,0.127,"R8914"
11.81890202,0.127,"R8915"
11.8727653,0.116,"R8916"
11.8727653,0.116,"R8917"
11.8727653,0.116,"R8918"
11.8727653,0.116,"R8919"
11.8727653,0.116,"R8920"
11.8727653,0.116,"R8921"
11.8727653,0.116,"R8922"
11.8727653,0.116,"R16108"
11.8727653,0.116,"R8923"
11.6095953,0.076,"R8924"
11.6095953,0.076,"R8925"
11.6095953,0.076,"R8926"
11.6095953,0.076,"R8927"
11.6095953,0.076,"R8928"
11.6095953,0.076,"R8929"
11.6095953,0.076,"R8930"
11.6095953,0.076,"R8931"
11.6095953,0.076,"R8932"
11.6095953,0.076,"R8933"
11.63734055,0.122,"R8934"
11.63734055,0.122,"R8935"
11.63734055,0.122,"R8936"
11.63734055,0.122,"R8937"
11.63734055,0.122,"R8938"
11.63734055,0.122,"R8939"
11.63734055,0.122,"R8940"
11.63734055,0.122,"R8941"
11.63734055,0.122,"R8942"
12.04007936,0.12,"R16109"
12.04007936,0.12,"R16110"
12.04007936,0.12,"R16111"
12.04007936,0.12,"R8943"
12.04007936,0.12,"R8944"
12.18084884,0.137,"R16113"
12.18084884,0.137,"R8945"
12.18084884,0.137,"R8946"
12.18084884,0.137,"R8947"
12.18084884,0.137,"R8948"
12.18084884,0.137,"R8949"
12.18084884,0.137,"R16114"
12.18084884,0.137,"R8950"
12.49055433,0.125,"R8951"
12.49055433,0.125,"R8952"
12.49055433,0.125,"R8953"
12.49055433,0.125,"R8954"
12.49055433,0.125,"R8955"
12.49055433,0.125,"R8956"
12.49055433,0.125,"R8957"
12.49055433,0.125,"R8958"
11.7940762,0.108,"R8959"
11.73377609,0.115,"R8960"
11.73377609,0.115,"R8961"
11.73377609,0.115,"R8962"
11.73377609,0.115,"R8963"
11.73377609,0.115,"R8964"
11.73377609,0.115,"R8965"
11.73377609,0.115,"R8966"
11.73377609,0.115,"R16115"
11.73377609,0.115,"R8967"
11.70317173,0.112,"R8968"
11.70317173,0.112,"R8969"
11.70317173,0.112,"R8970"
11.70317173,0.112,"R8971"
11.70317173,0.112,"R8972"
11.70317173,0.112,"R8973"
11.21988416,0.094,"R8974"
11.21988416,0.094,"R8975"
11.21988416,0.094,"R8976"
11.21988416,0.094,"R8977"
11.21988416,0.094,"R8978"
11.21988416,0.094,"R8979"
11.21988416,0.094,"R8980"
11.21988416,0.094,"R8981"
11.21988416,0.094,"R16116"
12.07644296,0.125,"R8982"
12.07644296,0.125,"R8983"
12.07644296,0.125,"R8984"
12.07644296,0.125,"R8985"
12.07644296,0.125,"R8986"
12.07644296,0.125,"R8987"
12.07644296,0.125,"R8988"
12.07644296,0.125,"R8989"
11.89855313,0.135,"R8990"
11.89855313,0.135,"R8991"
11.89855313,0.135,"R8992"
11.81890202,0.127,"R8993"
12.07312942,0.104,"R8994"
12.07312942,0.104,"R8995"
12.07312942,0.104,"R8996"
12.07312942,0.104,"R8997"
12.07312942,0.104,"R8998"
12.07312942,0.104,"R8999"
11.76479268,0.096,"R16160"
11.76479268,0.096,"R9000"
11.76479268,0.096,"R9001"
11.76479268,0.096,"R16161"
11.76479268,0.096,"R9002"
11.76479268,0.096,"R9003"
11.76479268,0.096,"R16162"
11.76479268,0.096,"R9004"
11.40071321,0.128,"R9005"
11.40071321,0.128,"R9006"
11.40071321,0.128,"R9007"
11.40071321,0.128,"R9008"
11.40071321,0.128,"R9009"
11.40071321,0.128,"R9010"
11.40071321,0.128,"R9011"
11.40071321,0.128,"R9012"
11.40071321,0.128,"R16163"
11.40071321,0.128,"R9013"
9.999599695,0.012,"R9014"
9.999599695,0.012,"R9015"
9.999599695,0.012,"R9016"
9.999599695,0.012,"R9017"
9.999599695,0.012,"R9018"
9.999599695,0.012,"R9019"
12.23952389,0.137,"R9020"
12.23952389,0.137,"R9021"
12.23952389,0.137,"R9022"
12.23952389,0.137,"R9023"
12.23952389,0.137,"R16180"
12.23952389,0.137,"R9024"
11.65271521,0.114,"R9025"
11.65271521,0.114,"R16181"
11.65271521,0.114,"R9026"
11.65271521,0.114,"R9027"
11.65271521,0.114,"R9028"
11.65271521,0.114,"R9029"
11.65271521,0.114,"R9030"
11.65271521,0.114,"R9031"
11.65271521,0.114,"R9032"
11.66169572,0.106,"R9033"
11.66169572,0.106,"R9034"
11.66169572,0.106,"R9035"
11.66169572,0.106,"R16182"
11.66169572,0.106,"R9036"
11.66169572,0.106,"R9037"
11.66169572,0.106,"R9038"
11.66169572,0.106,"R9039"
11.66169572,0.106,"R9040"
12.44566083,0.161,"R9041"
12.44566083,0.161,"R9042"
12.44566083,0.161,"R16183"
12.44566083,0.161,"R9043"
12.44566083,0.161,"R9044"
12.44566083,0.161,"R9045"
12.44566083,0.161,"R9046"
12.44566083,0.161,"R9047"
12.44566083,0.161,"R9048"
11.46869302,0.16,"R9049"
11.46869302,0.16,"R9050"
11.46869302,0.16,"R16184"
11.46869302,0.16,"R9051"
11.46869302,0.16,"R9052"
11.46869302,0.16,"R9053"
11.46869302,0.16,"R9054"
11.46869302,0.16,"R16185"
11.46869302,0.16,"R16186"
11.46869302,0.16,"R9055"
12.0070374,0.135,"R9056"
12.0070374,0.135,"R9057"
12.0070374,0.135,"R16201"
11.45252347,0.078,"R9058"
11.45252347,0.078,"R9059"
11.45252347,0.078,"R9060"
11.45252347,0.078,"R9061"
11.45252347,0.078,"R9062"
11.45252347,0.078,"R9063"
11.45252347,0.078,"R9064"
11.45252347,0.078,"R9065"
11.45252347,0.078,"R9066"
11.45252347,0.078,"R9067"
11.72761464,0.153,"R9068"
11.72761464,0.153,"R9069"
11.72761464,0.153,"R9070"
11.72761464,0.153,"R9071"
11.72761464,0.153,"R9072"
11.72761464,0.153,"R9073"
11.72761464,0.153,"R9074"
12.2592864,0.113,"R9076"
12.2592864,0.113,"R9077"
12.2592864,0.113,"R9078"
12.2592864,0.113,"R9079"
12.2592864,0.113,"R9080"
12.2592864,0.113,"R9081"
12.2592864,0.113,"R16202"
12.50400829,0.128,"R9082"
12.50400829,0.128,"R9083"
12.50400829,0.128,"R9084"
12.50400829,0.128,"R9085"
12.50400829,0.128,"R16203"
12.50400829,0.128,"R9086"
12.50400829,0.128,"R9087"
12.50400829,0.128,"R9088"
12.50400829,0.128,"R9089"
12.50400829,0.128,"R9090"
11.95309544,0.113,"R9091"
11.95309544,0.113,"R9092"
11.95309544,0.113,"R9093"
11.95309544,0.113,"R9094"
11.95309544,0.113,"R9095"
11.95309544,0.113,"R9096"
11.95309544,0.113,"R9097"
11.95309544,0.113,"R9098"
12.35825992,0.12,"R9099"
12.35825992,0.12,"R9100"
12.35825992,0.12,"R9101"
12.35825992,0.12,"R16204"
12.35825992,0.12,"R9102"
12.35825992,0.12,"R9103"
12.35825992,0.12,"R9104"
12.35825992,0.12,"R9105"
12.35825992,0.12,"R9106"
12.35825992,0.12,"R9107"
11.75201654,0.128,"R9108"
11.75201654,0.128,"R9109"
11.75201654,0.128,"R9110"
11.75201654,0.128,"R9111"
11.75201654,0.128,"R9112"
11.75201654,0.128,"R9113"
11.75201654,0.128,"R9114"
11.75201654,0.128,"R9115"
11.57800317,0.132,"R9116"
11.57800317,0.132,"R9117"
11.57800317,0.132,"R9118"
11.57800317,0.132,"R9119"
11.57800317,0.132,"R9120"
11.57800317,0.132,"R9121"
11.57800317,0.132,"R9122"
11.57800317,0.132,"R9123"
11.57800317,0.132,"R16220"
11.57800317,0.132,"R9124"
11.9144063,0.103,"R9125"
11.9144063,0.103,"R16221"
11.9144063,0.103,"R9126"
11.9144063,0.103,"R9127"
11.9144063,0.103,"R9128"
11.83891177,0.107,"R9129"
11.83891177,0.107,"R9130"
11.83891177,0.107,"R9131"
11.83891177,0.107,"R9132"
11.83891177,0.107,"R9133"
11.83891177,0.107,"R9134"
12.61352777,0.15,"R9135"
12.61352777,0.15,"R9136"
12.61352777,0.15,"R9137"
12.61352777,0.15,"R9138"
12.61352777,0.15,"R9139"
12.61352777,0.15,"R9140"
11.85474062,0.094,"R9141"
11.85474062,0.094,"R9142"
11.85474062,0.094,"R9143"
11.85474062,0.094,"R9144"
12.0298357,0.121,"R9145"
12.0298357,0.121,"R9146"
12.0298357,0.121,"R9147"
12.0298357,0.121,"R9148"
12.0298357,0.121,"R9149"
12.0298357,0.121,"R9150"
12.0298357,0.121,"R9151"
12.0298357,0.121,"R9152"
12.15789771,0.111,"R9153"
12.15789771,0.111,"R9154"
12.15789771,0.111,"R9155"
12.15789771,0.111,"R9156"
12.15789771,0.111,"R9157"
12.15789771,0.111,"R9158"
12.15789771,0.111,"R9159"
12.15789771,0.111,"R16222"
11.6540997,0.117,"R9160"
11.6540997,0.117,"R9161"
11.6540997,0.117,"R9162"
11.6540997,0.117,"R9163"
11.6540997,0.117,"R9164"
11.6540997,0.117,"R9165"
11.6540997,0.117,"R9166"
11.6540997,0.117,"R9167"
12.1791141,0.128,"R9168"
12.1791141,0.128,"R9169"
11.81402063,0.136,"R9170"
11.81402063,0.136,"R9171"
11.81402063,0.136,"R9172"
11.81402063,0.136,"R16223"
11.81402063,0.136,"R16224"
11.81402063,0.136,"R9173"
11.81402063,0.136,"R9174"
11.81402063,0.136,"R9175"
11.81402063,0.136,"R9176"
11.81402063,0.136,"R9177"
12.07312942,0.104,"R9178"
12.07312942,0.104,"R9179"
12.07312942,0.104,"R9180"
12.07312942,0.104,"R9181"
11.75732899,0.124,"R16236"
11.75732899,0.124,"R9182"
11.75732899,0.124,"R9183"
11.75732899,0.124,"R9184"
11.75732899,0.124,"R9185"
11.75732899,0.124,"R9186"
11.75732899,0.124,"R9187"
11.91146684,0.109,"R9188"
11.91146684,0.109,"R9189"
11.91146684,0.109,"R9190"
11.91146684,0.109,"R9191"
11.91146684,0.109,"R9192"
11.91146684,0.109,"R16244"
11.91146684,0.109,"R16245"
11.91146684,0.109,"R9193"
11.91146684,0.109,"R16246"
11.94071388,0.128,"R9194"
11.94071388,0.128,"R9195"
11.94071388,0.128,"R9196"
11.94071388,0.128,"R16254"
11.94071388,0.128,"R9197"
11.94071388,0.128,"R9198"
11.94071388,0.128,"R9199"
11.94071388,0.128,"R9200"
11.94071388,0.128,"R16255"
11.94071388,0.128,"R9201"
11.94071388,0.128,"R9202"
11.81890202,0.127,"R9203"
11.81890202,0.127,"R9204"
11.81890202,0.127,"R16266"
11.81890202,0.127,"R9205"
11.81890202,0.127,"R9206"
11.81890202,0.127,"R9207"
11.81890202,0.127,"R9208"
11.81890202,0.127,"R9209"
11.81890202,0.127,"R9210"
12.38579488,0.155,"R9211"
12.38579488,0.155,"R9212"
12.38579488,0.155,"R9213"
12.38579488,0.155,"R9214"
12.38579488,0.155,"R9215"
12.38579488,0.155,"R9216"
12.38579488,0.155,"R9217"
12.38579488,0.155,"R16267"
11.62338614,0.102,"R9218"
11.62338614,0.102,"R9219"
11.62338614,0.102,"R9220"
11.62338614,0.102,"R9221"
11.62338614,0.102,"R9222"
11.62338614,0.102,"R9223"
10.63414645,0.081,"R9224"
10.63414645,0.081,"R9225"
10.63414645,0.081,"R9226"
10.63414645,0.081,"R9227"
10.63414645,0.081,"R9228"
10.63414645,0.081,"R9229"
10.63414645,0.081,"R9230"
10.63414645,0.081,"R9231"
10.63414645,0.081,"R9232"
12.04007936,0.12,"R9233"
12.04007936,0.12,"R9234"
12.04007936,0.12,"R9235"
12.04007936,0.12,"R9236"
12.04007936,0.12,"R9237"
12.04007936,0.12,"R9238"
12.04007936,0.12,"R16278"
12.04007936,0.12,"R9239"
12.04007936,0.12,"R9240"
10.89715672,0.056,"R9241"
10.89715672,0.056,"R9242"
10.89715672,0.056,"R9243"
10.89715672,0.056,"R9244"
10.89715672,0.056,"R9245"
10.89715672,0.056,"R9246"
10.89715672,0.056,"R9247"
10.89715672,0.056,"R9248"
10.89715672,0.056,"R9249"
10.89715672,0.056,"R9250"
10.89715672,0.056,"R9251"
11.64543819,0.145,"R9252"
11.64543819,0.145,"R9253"
11.64543819,0.145,"R9254"
11.64543819,0.145,"R9255"
11.64543819,0.145,"R9256"
11.64543819,0.145,"R9257"
12.09288001,0.102,"R9258"
12.09288001,0.102,"R9259"
12.09288001,0.102,"R9260"
12.09288001,0.102,"R9261"
12.09288001,0.102,"R16279"
11.16951013,0.116,"R9262"
11.16951013,0.116,"R9263"
11.16951013,0.116,"R9264"
11.16951013,0.116,"R9265"
11.16951013,0.116,"R9266"
11.16951013,0.116,"R9267"
11.16951013,0.116,"R9268"
11.16951013,0.116,"R9269"
11.16951013,0.116,"R16280"
11.16951013,0.116,"R9270"
11.16951013,0.116,"R16281"
11.16951013,0.116,"R16282"
10.53871858,0.103,"R9271"
10.53871858,0.103,"R9272"
10.53871858,0.103,"R9273"
10.53871858,0.103,"R9274"
10.53871858,0.103,"R9275"
10.53871858,0.103,"R9276"
10.53871858,0.103,"R9277"
10.53871858,0.103,"R9278"
10.53871858,0.103,"R9279"
10.53871858,0.103,"R16283"
10.53871858,0.103,"R9280"
11.83100104,0.112,"R9281"
11.83100104,0.112,"R16284"
11.83100104,0.112,"R9282"
11.83100104,0.112,"R16285"
11.83100104,0.112,"R16286"
11.83100104,0.112,"R9283"
11.83100104,0.112,"R9284"
11.83100104,0.112,"R9285"
11.83100104,0.112,"R16287"
11.83100104,0.112,"R9286"
11.63791037,0.081,"R9287"
